id_tempo,id_unidade_orc,id_origem,id_especie,id_desdobramento_1,id_desdobramento_2,id_desdobramento_3,id_tipo,id_item,id_subitem,id_fonte,cd_fonte,cd_classificacao_rec,ano_particao,vr_efetivado
2246,3937,120,76,64,111,205,1141,3735,400,133,29,1122011101004.0,2019,70618.64
2246,3937,120,76,64,111,205,1327,4661,1531,133,29,1122011201002.0,2019,34.12
2246,3937,10,145,173,316,594,926,3997,1084,87,36,1718059107000.0,2019,0.0
2246,3937,11,168,154,165,607,946,4555,2490,87,36,1922991106000.0,2019,0.0
2246,3937,10,145,173,389,735,642,4887,2974,62,38,1718991101001.0,2019,0.0
2246,3861,137,22,14,186,537,808,4419,2314,91,43,1210042103000.0,2019,2451896.42
2246,3909,6,191,118,91,60,1440,4806,1705,92,45,1321001101000.0,2019,2811.16
2246,3937,14,51,190,417,493,372,3087,366,33,48,2220001101000.0,2019,0.0
2247,3889,11,131,96,105,396,370,3084,1856,25,60,1910041103000.0,2019,596650.5700000001
2247,3868,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2019,8227.12
2247,3932,141,159,167,98,172,1466,3638,2497,25,60,1640011101000.0,2019,22307.850000000002
2247,3836,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,1118.94
2247,3884,10,145,173,109,606,773,3317,1112,22,24,1718109102001.0,2019,2286.0
2247,3937,10,145,173,260,589,744,3664,2914,52,33,1718023101000.0,2019,1506722.8900000001
2247,3861,112,132,23,66,214,627,2551,790,77,42,7210041105000.0,2019,282102.45
2247,3861,137,22,14,186,635,60,4121,484,91,43,1210043101000.0,2019,19386116.02
2247,3865,112,132,23,176,521,419,4080,2649,40,49,7210991101004.0,2019,1067958.73
2247,3873,112,132,204,276,624,1547,3472,2295,40,49,7218025101003.0,2019,17761597.73
2235,3817,92,152,26,238,628,981,3161,437,73,10,7728019101000.0,2018,48396922.25
2235,3823,120,44,124,64,5,609,4665,403,4,23,1118013103000.0,2018,0.0
2235,3823,114,211,107,383,122,971,4075,1189,4,23,9118012303000.0,2018,0.0
2236,3781,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,-333.07
2236,3715,137,22,14,186,537,808,4419,2314,91,43,1210042103000.0,2018,2367253.05
2236,3715,137,22,14,186,635,60,4121,484,91,43,1210043101000.0,2018,17702798.5
2236,3715,137,22,14,186,635,60,2588,1605,91,43,1210043102000.0,2018,0.0
2236,3730,6,191,118,91,60,1440,4806,1705,92,45,1321001101000.0,2018,26530.62
2237,3814,11,208,58,212,794,173,4982,3051,25,60,1990991109002.0,2018,5491.57
2237,3769,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,737.53
2237,3757,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,8568.31
2237,3757,6,191,118,91,60,1440,4806,1705,98,74,1321001101000.0,2018,104.57000000000001
2237,3814,120,76,64,111,205,1327,2660,2401,136,77,1122011208000.0,2018,169.69
2241,3748,120,76,2,266,506,790,4060,1551,57,54,1121011103000.0,2018,5962.9400000000005
2241,3806,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2018,93843.45
2241,3781,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,699.48
2241,3763,141,206,17,343,639,1005,4722,1977,25,60,1610011107000.0,2018,81067.72
2240,3718,141,158,91,47,70,534,3313,1403,25,60,1630011108001.0,2018,7143705.25
2240,3798,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,17939.06
2240,3731,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,870.74
2240,3767,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,5292.7300000000005
2247,3902,10,145,173,109,606,773,4692,3309,69,73,1718109115002.0,2019,211028.53
2247,3904,16,145,173,200,456,140,4248,3118,356,93,2418081101001.0,2019,959990.0
2238,3759,141,206,17,343,639,1005,4465,2374,25,60,1610011114000.0,2018,49099.79
2238,3826,141,206,17,343,639,1005,2612,122,25,60,1610011127000.0,2018,16452.87
2239,3732,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,166566.48
2248,3937,11,168,154,63,204,1325,4645,746,73,10,1922011101000.0,2019,269166.09
2248,3859,120,44,124,64,209,213,3126,2261,4,23,1118012303000.0,2019,0.0
2248,3835,6,207,20,394,553,491,3256,2042,25,60,1310011101002.0,2019,290.31
2248,3873,6,207,20,394,553,302,4195,1320,25,60,1310011201001.0,2019,17653.11
2248,3912,6,190,141,304,569,331,2997,227,25,60,1331011101002.0,2019,929887.75
2248,3911,141,206,17,343,639,1005,3803,1976,25,60,1610011103000.0,2019,45.0
2248,3952,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,1159.13
2248,3869,11,168,154,165,607,946,4268,267,22,24,1922991199000.0,2019,27088.39
2248,3937,120,76,2,266,506,790,2834,1902,76,27,1121011101004.0,2019,103273793.62
2248,3899,6,191,118,91,60,1440,4806,1705,87,36,1321001101000.0,2019,692220.16
2239,3718,141,158,91,47,70,534,3313,1403,25,60,1630011108001.0,2018,6426882.74
2239,3827,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2018,0.0
2242,3759,120,76,2,377,308,10,4952,2983,132,91,1121041109000.0,2018,2216.23
2246,3937,8,11,15,28,31,1191,4426,845,73,10,1500001102002.0,2019,4703.22
2246,3937,11,131,96,413,802,183,3373,1822,73,10,1910011101000.0,2019,0.0
2246,3937,100,213,160,234,728,233,2852,2296,73,10,7310011101001.0,2019,0.0
2246,3869,92,152,26,238,628,981,3161,437,73,10,7728019101000.0,2019,0.0
2246,3937,134,201,129,12,622,626,4392,49,73,10,9118021301002.0,2019,-2284874.3
2246,3909,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2019,0.0
2247,3937,10,145,173,147,682,351,3044,1053,73,10,1718011101001.0,2019,368860039.8
2247,3866,137,22,14,26,431,322,2693,2084,25,60,1210991109000.0,2019,7376.24
2247,3909,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2019,1500.0
2247,3837,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2019,48209.15
2238,3776,141,158,91,47,70,534,3312,1754,25,60,1630011101000.0,2018,2728618.31
2238,3769,11,131,96,413,802,183,4000,2933,25,60,1910011106000.0,2018,97445.8
2238,3717,11,131,96,371,708,1126,4337,2220,25,60,1910061101000.0,2018,3782984.05
2238,3814,11,131,96,418,497,1317,4634,2225,25,60,1910091101000.0,2018,359.87
2238,3731,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,2579.18
2238,3790,11,208,58,212,794,173,3359,675,25,60,1990991103000.0,2018,1238876.82
2238,3792,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2018,3310.4700000000003
2238,3767,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2018,17107.33
2238,3774,15,2,21,374,811,586,3419,2965,25,60,2300061101000.0,2018,985857.27
2239,3787,16,145,173,110,606,773,4351,2606,93,24,2418109120008.0,2018,330347.86
2246,3937,141,206,17,154,189,575,4614,2950,25,60,1610031104000.0,2019,0.0
2246,3913,141,158,91,47,70,534,3312,1754,25,60,1630011101000.0,2019,0.0
2246,3873,141,193,94,312,174,346,3034,1046,25,60,1690991101000.0,2019,3003.34
2246,3872,141,193,94,312,174,545,3041,287,25,60,1690991301000.0,2019,402753.67
2246,3937,11,131,96,418,497,1317,4634,2225,25,60,1910091101000.0,2019,0.0
2238,3781,10,145,173,147,682,351,3044,1053,73,10,1718011101001.0,2018,252092839.81
2238,3823,120,44,124,64,209,212,2530,1542,4,23,1118012103000.0,2018,0.0
2239,3781,10,145,173,147,284,170,2750,2516,73,10,1718016101001.0,2018,33799386.32
2239,3823,120,44,124,169,113,216,2830,1547,54,20,1118021202000.0,2018,0.0
2239,3823,120,44,124,64,5,17,3447,405,4,23,1118013303000.0,2018,0.0
2239,3773,137,22,14,26,431,322,2976,967,79,50,1210991102005.0,2018,13424445.53
2239,3773,137,22,14,26,431,322,2976,214,79,50,1210991102006.0,2018,5479139.44
2239,3717,120,76,2,377,308,10,4044,395,85,52,1121041103000.0,2018,2751114.05
2239,3760,137,22,14,26,431,322,4815,968,25,60,1210991105001.0,2018,357909.47000000003
2239,3746,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2018,7578.97
2240,3731,8,11,15,28,31,1191,4707,461,25,60,1500001101003.0,2018,20055322.8
2240,3757,141,206,17,343,639,1005,3236,1291,25,60,1610011121000.0,2018,1611515.03
2241,3715,112,132,23,66,214,627,2552,791,77,42,7210041106000.0,2018,26853622.7
2241,3715,137,22,14,186,238,655,4446,2349,91,43,1210044101000.0,2018,35389607.91
2241,3773,112,132,23,176,521,419,4080,1190,40,49,7210991101002.0,2018,1379498.7
2239,3723,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,-56592.06
2239,3769,10,145,173,109,606,773,4351,373,93,24,1718109120001.0,2018,0.0
2241,3827,10,146,153,221,503,594,4934,2981,96,70,1748101105001.0,2018,951891.25
2241,3781,10,217,82,284,327,804,4859,3182,96,70,1728109120003.0,2018,0.0
2241,3817,10,145,173,109,606,773,4692,1943,69,73,1718109115002.0,2018,159543.44
2241,3736,10,194,41,1,501,592,3429,653,98,74,1738109105001.0,2018,5263129.19
2236,3770,11,168,154,165,607,946,4268,267,44,56,1922991199000.0,2018,65.6
2236,3713,6,191,118,91,60,1440,4806,1705,7,57,1321001101000.0,2018,132761.21
2236,3715,86,196,106,273,517,415,3141,1915,47,58,7990011101003.0,2018,7871079.55
2236,3757,141,206,17,343,639,1005,3236,1291,25,60,1610011121000.0,2018,64974.98
2236,3815,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2018,137.9
2246,3884,11,208,58,212,794,173,4982,3051,25,60,1990991109002.0,2019,53.33
2246,3834,15,2,21,374,811,586,3419,2965,25,60,2300061101000.0,2019,0.0
2246,3874,15,2,21,374,811,586,3419,2965,25,60,2300061101000.0,2019,2326055.34
2246,3937,6,191,118,91,60,1440,4806,1705,65,61,1321001101000.0,2019,0.0
2240,3723,10,139,9,148,285,741,3982,1445,4,23,1758011107001.0,2018,5662280.62
2240,3795,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,18751.08
2231,3781,120,44,124,169,113,217,2829,408,73,10,1118021301002.0,2018,2065382.52
2231,3781,134,201,129,12,622,34,3467,426,4,23,9118021203000.0,2018,-6025739.49
2231,3781,10,145,173,109,391,1117,2789,1496,93,24,1718102102002.0,2018,0.0
2231,3781,10,145,173,109,606,773,4351,2961,93,24,1718109120006.0,2018,0.0
2231,3806,10,146,153,221,503,594,2748,302,93,24,1748101102001.0,2018,0.0
2231,3719,14,21,152,57,191,934,3402,1109,74,47,2213001199000.0,2018,0.0
2231,3773,137,22,14,26,431,322,2976,967,79,50,1210991102005.0,2018,241838.72
2231,3711,141,206,17,343,639,1005,4451,1266,25,60,1610011128000.0,2018,340.06
2231,3781,10,145,173,109,606,773,4692,727,69,73,1718109115001.0,2018,0.0
2231,3733,16,145,173,110,606,773,2731,1773,69,73,2418109106001.0,2018,0.0
2231,3781,16,145,173,110,606,773,4351,644,69,73,2418109120002.0,2018,0.0
2231,3748,11,131,96,413,802,183,4901,1087,17,83,1910011103002.0,2018,6815079.19
2232,3770,6,191,118,91,60,1440,4806,1705,44,56,1321001101000.0,2018,7202.2
2232,3713,6,191,118,91,60,1440,4806,1705,7,57,1321001101000.0,2018,72238.33
2232,3773,137,22,14,26,431,322,2976,2818,25,60,1210991102008.0,2018,18742.71
2232,3792,141,158,91,47,70,534,4540,1402,25,60,1630011105000.0,2018,73895.23
2232,3814,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2018,320.0
2232,3823,11,131,96,413,802,183,4901,694,78,82,1910011103001.0,2018,0.0
2233,3781,120,44,124,64,209,213,3744,1543,54,20,1118012302000.0,2018,3847200.69
2233,3715,137,22,14,186,635,60,2588,1605,91,43,1210043102000.0,2018,3988751.4
2233,3718,137,22,52,184,542,252,3200,1253,79,50,1218023102000.0,2018,21590490.91
2233,3770,10,145,173,53,288,1489,4591,328,44,56,1718041101000.0,2018,86220.43000000001
2233,3795,6,128,36,92,159,1242,2981,1713,12,59,1349011103000.0,2018,4762.89
2233,3769,11,131,96,413,802,183,4000,2933,25,60,1910011106000.0,2018,60313.47
2233,3757,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2018,947.11
2234,3773,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2018,-34404.7
2234,3809,141,193,94,312,174,346,3034,1046,25,60,1690991101000.0,2018,614285.78
2234,3799,11,131,96,105,396,370,4624,2580,25,60,1910041102000.0,2018,1981767.47
2234,3773,11,131,96,418,497,1317,4634,2225,25,60,1910091101000.0,2018,157.04
2234,3781,120,76,2,266,506,7,3434,755,76,27,1121011201004.0,2018,2535982.67
2234,3723,16,145,173,143,165,1452,3920,620,87,36,2418051101002.0,2018,482157.10000000003
2234,3801,6,191,118,91,60,1440,4806,1705,64,37,1321001101000.0,2018,0.0
2234,3715,112,132,23,66,214,627,3145,789,77,42,7210041102000.0,2018,4215663.9
2234,3715,137,22,14,186,537,808,3180,2687,91,43,1210042199001.0,2018,524881.61
2233,3823,120,44,124,169,113,215,2831,1547,4,23,1118021103000.0,2018,0.0
2233,3781,133,150,159,116,520,418,4077,423,4,23,9118013203000.0,2018,-389113.81
2233,3781,130,180,116,127,429,807,3781,829,4,23,9718061101003.0,2018,-3080863.42
2233,3781,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,333.07
2233,3814,10,145,173,109,606,773,3317,1112,93,24,1718109102001.0,2018,8000.0
2233,3825,137,22,14,26,431,322,4227,2083,25,60,1210991107000.0,2018,858346.5
2233,3763,141,206,17,343,639,1005,4722,1977,25,60,1610011107000.0,2018,401568.26
2233,3773,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2018,-135363.12
2233,3776,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,30321.31
2234,3781,10,145,173,147,284,170,2750,1796,4,23,1718016101003.0,2018,8296724.81
2234,3754,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,76336.31
2234,3812,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,5094.09
2232,3781,120,76,64,111,205,1141,3735,400,133,29,1122011101004.0,2018,64666.07
2232,3801,10,145,173,52,85,356,4306,319,64,37,1718031102001.0,2018,0.0
2232,3715,112,132,23,66,214,627,4078,2291,77,42,7210041103000.0,2018,4822791.34
2232,3729,16,146,76,181,225,801,4404,61,92,45,2440001199000.0,2018,50000.0
2234,3823,120,44,124,169,113,215,2829,408,73,10,1118021101002.0,2018,0.0
2234,3823,120,44,124,169,113,216,2829,408,73,10,1118021201002.0,2018,0.0
2234,3781,120,44,124,64,209,212,3742,1541,54,20,1118012102000.0,2018,145519150.79
2234,3781,120,44,124,64,209,213,3744,1543,54,20,1118012302000.0,2018,3776822.5300000003
2234,3781,120,44,124,169,113,216,2830,1547,54,20,1118021202000.0,2018,9413928.5
2249,3847,6,191,118,91,60,1440,4806,1705,44,56,1321001101000.0,2019,5012.52
2231,3790,11,208,58,212,794,173,3359,675,25,60,1990991103000.0,2018,0.0
2231,3773,15,2,21,374,811,586,3419,2965,25,60,2300061101000.0,2018,654.09
2231,3718,112,132,23,176,521,974,3765,1924,25,60,7210991206000.0,2018,0.0
2235,3787,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,59246.74
2235,3807,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,2417.29
2235,3801,10,145,173,52,85,356,3364,1070,64,37,1718031101001.0,2018,61278447.5
2235,3713,11,131,96,60,496,942,4340,2963,1,39,1910081101000.0,2018,174672.65
2235,3715,112,132,23,66,214,627,2552,791,77,42,7210041106000.0,2018,14619814.24
2235,3715,112,132,23,66,214,627,4683,50,77,42,7210041107000.0,2018,3494152.76
2235,3715,137,22,14,186,238,655,4446,2349,91,43,1210044101000.0,2018,28673.47
2235,3715,137,22,14,186,238,655,3817,2726,91,43,1210044104000.0,2018,952747.36
2235,3718,112,132,46,276,317,629,3471,2651,40,49,7218021101002.0,2018,23.59
2236,3781,120,76,64,111,205,1141,2824,1154,73,10,1122011199000.0,2018,6445.18
2236,3781,6,191,118,91,60,1440,4806,1705,73,10,1321001101000.0,2018,562198.98
2236,3792,11,131,96,418,497,1317,4634,2225,73,10,1910091101000.0,2018,9668.18
2249,3902,10,145,173,109,606,773,4692,3309,69,73,1718109115002.0,2019,11511.62
2237,3801,16,145,173,200,456,140,4248,3118,64,37,2418081101001.0,2018,0.0
2237,3715,112,132,23,66,214,627,2551,790,77,42,7210041105000.0,2018,261808.39
2237,3715,112,132,23,66,214,627,4683,50,77,42,7210041107000.0,2018,3490844.64
2237,3715,137,22,14,186,635,60,4123,2702,91,43,1210043104000.0,2018,5005224.89
2237,3730,6,191,118,91,60,1440,4806,1705,92,45,1321001101000.0,2018,38548.13
2237,3718,112,132,46,276,317,629,3471,794,40,49,7218021101003.0,2018,20441904.65
2237,3715,86,196,106,273,517,415,3141,1915,47,58,7990011101003.0,2018,12452687.32
2249,3884,141,206,17,218,90,764,3701,2568,25,60,1610021101000.0,2019,176500.01
2231,3723,11,168,154,165,607,946,4860,1769,87,36,1922991108000.0,2018,52176.12
2231,3781,11,168,154,165,607,946,3632,2136,87,36,1922991109000.0,2018,0.0
2231,3781,16,145,173,143,165,1452,3920,620,87,36,2418051101002.0,2018,0.0
2231,3715,137,22,14,186,537,808,4419,2314,91,43,1210042103000.0,2018,2440918.74
2231,3715,137,22,14,186,238,655,3526,117,91,43,1210044105000.0,2018,14802.44
2239,3769,141,206,17,343,639,1005,2612,122,25,60,1610011127000.0,2018,11686.0
2241,3781,8,11,15,28,31,1191,4426,2685,73,10,1500001102001.0,2018,1997076.77
2241,3781,11,131,96,413,802,1493,4902,2943,73,10,1910011204999.0,2018,0.07
2241,3781,120,44,124,64,5,1339,4054,404,4,23,1118013203000.0,2018,360848.14
2241,3781,11,168,154,165,607,946,4268,267,4,23,1922991199000.0,2018,-151.24
2241,3781,121,149,176,115,519,970,2845,2288,4,23,9118012203000.0,2018,-964078.22
2232,3823,120,44,124,64,209,400,2826,769,4,23,1118012203000.0,2018,0.0
2241,3717,120,76,2,377,308,10,4952,2983,132,91,1121041109000.0,2018,33775.62
2242,3781,11,131,96,413,802,927,3075,347,73,10,1910011304001.0,2018,271315.8
2242,3781,86,169,67,227,410,966,4387,1562,73,10,7922991199000.0,2018,39499.43
2250,3899,10,145,173,316,183,562,3370,1818,87,36,1718052101000.0,2019,3620.0
2250,3899,11,168,154,165,607,946,3626,1761,87,36,1922991102000.0,2019,69196.8
2250,3861,137,22,14,186,635,60,2890,2711,91,43,1210043107000.0,2019,570936.76
2231,3707,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,683286.13
2231,3728,7,8,140,291,430,435,4412,80,25,60,1400001199000.0,2018,0.0
2231,3814,141,206,17,343,639,1005,3802,2338,25,60,1610011101000.0,2018,6377274.2
2231,3787,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2018,24324.46
2249,3906,11,131,96,371,708,1126,4337,2220,25,60,1910061101000.0,2019,212561.66
2249,3879,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2019,150.0
2232,3794,15,2,21,220,812,1319,4636,2593,25,60,2300071199000.0,2018,431908.53
2232,3773,11,168,63,264,502,1,3108,382,25,60,1921011199000.0,2018,0.0
2246,3937,10,145,173,414,292,1494,4905,344,4,23,1718061101003.0,2019,0.0
2246,3937,10,139,9,148,285,741,2758,1445,4,23,1758011105001.0,2019,0.0
2250,3937,6,192,90,401,775,1450,4239,610,73,10,1360011101000.0,2019,356544767.84
2250,3914,11,168,154,165,607,946,4852,2863,73,10,1922991101000.0,2019,11479.83
2231,3781,11,208,58,212,794,176,3055,1069,73,10,1990991299000.0,2018,5607.42
2231,3723,10,139,9,148,285,741,3049,1445,4,23,1758011102001.0,2018,2188149.3
2231,3723,10,139,9,148,285,741,2757,1445,4,23,1758011104001.0,2018,6486872.83
2246,3937,120,76,2,377,308,10,3733,1149,8,72,1121041102000.0,2019,32694464.38
2246,3937,16,217,168,407,327,804,4859,1443,98,74,2428109120001.0,2019,0.0
2246,3884,120,76,64,41,659,697,4967,3059,136,77,1122021102000.0,2019,537055.79
2246,3884,11,131,96,418,497,1317,4634,2225,136,77,1910091101000.0,2019,0.0
2232,3763,141,206,17,343,639,1005,4722,1977,25,60,1610011107000.0,2018,36050.54
2232,3787,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2018,21169.5
2232,3717,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2018,9560.710000000001
2248,3872,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2019,68568.21
2248,3937,6,191,118,91,60,1440,4806,1705,50,71,1321001101000.0,2019,19125.62
2234,3794,15,2,21,220,812,1319,4636,2593,25,60,2300071199000.0,2018,74317.92
2234,3781,6,191,118,91,60,1440,4806,1705,50,71,1321001101000.0,2018,13951.59
2248,3861,137,22,14,186,635,60,4122,485,91,43,1210043103000.0,2019,1381769.81
2248,3861,137,22,14,186,635,60,3805,2339,91,43,1210043105000.0,2019,53286.53
2234,3826,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2018,413614.62
2248,3884,11,131,96,413,802,183,4976,3068,25,60,1910011108002.0,2019,1427.96
2234,3814,120,76,64,111,205,1141,4361,1886,136,77,1122011108000.0,2018,9100196.52
2248,3884,120,76,64,41,659,321,4990,3090,136,77,1122021403000.0,2019,23557.45
2249,3937,120,44,124,64,209,212,2825,2630,73,10,1118012101000.0,2019,149954865.68
2249,3937,6,191,57,399,770,877,3902,1710,73,10,1322001101000.0,2019,28466526.93
2249,3937,11,168,154,165,607,946,4268,267,73,10,1922991199000.0,2019,8230406.68
2235,3737,141,159,167,98,172,1466,3638,2497,25,60,1640011101000.0,2018,4070.54
2235,3730,141,193,94,312,174,346,3034,1046,25,60,1690991101000.0,2018,280.0
2235,3759,11,131,96,371,708,1126,4337,2220,25,60,1910061101000.0,2018,355965.73
2235,3784,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,131.0
2249,3898,10,145,173,109,606,773,4351,2588,22,24,1718109120002.0,2019,387255.02
2249,3899,10,145,173,316,594,926,3999,2550,87,36,1718059199000.0,2019,58723.49
2235,3825,137,22,14,26,431,322,2986,2822,25,60,1210991108000.0,2018,552523.78
2235,3769,6,207,20,394,553,491,3256,2042,25,60,1310011101002.0,2018,57.81
2235,3777,6,207,20,90,559,862,3874,1330,25,60,1310021101001.0,2018,673.27
2242,3781,120,76,64,111,205,1141,3735,400,133,29,1122011101004.0,2018,110755.5
2242,3777,6,191,118,91,60,1440,4806,1705,87,36,1321001101000.0,2018,71596.7
2242,3723,11,168,154,165,607,946,4860,1769,87,36,1922991108000.0,2018,157429.4
2242,3801,10,145,173,52,85,356,3364,1070,64,37,1718031101001.0,2018,67969033.79
2242,3715,137,22,14,186,238,655,3524,1263,91,43,1210044102000.0,2018,34256.31
2235,3774,15,2,21,374,811,586,3419,2965,25,60,2300061101000.0,2018,2461880.79
2235,3814,11,131,96,413,802,1493,4971,3026,25,60,1910011208001.0,2018,0.0
2235,3757,6,128,36,92,159,1242,3587,1712,65,61,1349011102000.0,2018,717314.99
2235,3743,7,8,140,291,430,435,3784,1951,65,61,1400001102001.0,2018,5534.34
2235,3725,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,1388.58
2235,3781,6,191,118,91,60,1440,4806,1705,50,71,1321001101000.0,2018,4542.47
2235,3733,10,145,173,109,606,773,2731,1773,69,73,1718109106001.0,2018,4995001.0
2250,3937,11,131,96,413,802,183,3687,1828,25,60,1910011105000.0,2019,0.0
2250,3835,11,131,96,413,802,183,4000,2933,25,60,1910011106000.0,2019,193356.62
2250,3869,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2019,529278.08
2250,3907,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2019,77.18
2250,3952,11,208,58,212,794,176,3055,1069,25,60,1990991299000.0,2019,142877.31
2250,3913,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2019,18555.420000000002
2250,3898,10,217,82,284,327,804,4859,3182,96,70,1728109120003.0,2019,85950.3
2250,3937,16,217,168,407,327,804,4859,3182,96,70,2428109120003.0,2019,0.0
2250,3884,120,76,2,266,506,790,4667,36,136,77,1121011102000.0,2019,59819731.63
2250,3859,120,44,124,169,113,216,2831,1547,4,23,1118021203000.0,2019,0.0
2250,3859,134,201,129,12,622,34,3467,426,4,23,9118021203000.0,2019,0.0
2250,3918,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,1872.47
2250,3861,11,168,154,165,607,946,4268,267,47,58,1922991199000.0,2019,96015.6
2250,3861,86,196,106,273,517,415,3141,2285,47,58,7990011101002.0,2019,20945282.61
2250,3909,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2019,3600.0
2250,3837,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2019,87239.79000000001
2250,3884,141,206,17,343,639,1005,3802,2338,25,60,1610011101000.0,2019,31344002.79
2250,3911,141,206,17,343,639,1005,3803,1976,25,60,1610011103000.0,2019,655.0
2250,3916,141,206,17,218,90,764,3701,2568,25,60,1610021101000.0,2019,1119320.0
2251,3937,134,201,129,12,622,34,3467,426,4,23,9118021203000.0,2019,-4866993.95
2251,3937,134,201,129,12,622,626,3467,426,4,23,9118021303000.0,2019,-3234014.51
2251,3904,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,54251.92
2250,3906,120,76,2,377,308,10,4952,2983,132,91,1121041109000.0,2019,3889.15
2250,3911,120,76,64,111,205,1141,3735,1530,132,91,1122011101010.0,2019,9352.87
2250,3904,10,145,173,437,835,1524,5071,3252,355,92,1718033102000.0,2019,188986.12
2251,3937,11,208,58,212,794,173,4584,2915,73,10,1990991199000.0,2019,8056100.92
2251,3859,120,44,124,169,113,216,2830,1547,54,20,1118021202000.0,2019,0.0
2252,3906,6,128,143,136,254,493,3259,2783,65,61,1345011101000.0,2019,7683381.54
2252,3937,120,76,2,377,308,776,3437,13,8,72,1121041202000.0,2019,153761.29
2252,3884,120,76,64,41,659,321,4969,3035,136,77,1122021402000.0,2019,2973.29
2252,3884,120,76,64,41,659,321,4990,3090,136,77,1122021403000.0,2019,14783.62
2252,3937,11,131,96,413,802,183,4901,335,78,82,1910011103003.0,2019,0.0
2251,3872,14,21,152,57,191,934,3402,1109,74,47,2213001199000.0,2019,498450.0
2251,3866,137,22,14,26,431,322,2986,2822,25,60,1210991108000.0,2019,1862899.57
2251,3909,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2019,3600.0
2252,3865,112,132,23,176,521,419,4080,2650,40,49,7210991101005.0,2019,5347502.4
2252,3873,112,132,204,276,624,1547,3472,2295,40,49,7218025101003.0,2019,2072755.34
2252,3871,120,76,2,377,308,396,3121,397,85,52,1121041403000.0,2019,10581.44
2251,3904,10,145,173,437,839,1537,5056,3323,355,92,1718034102000.0,2019,4808476.24
2252,3937,120,44,124,64,5,609,3128,1545,73,10,1118013101000.0,2019,23890055.31
2252,3937,120,44,124,169,113,217,2831,1547,4,23,1118021303000.0,2019,432495.02
2252,3859,81,199,127,331,216,1170,3143,47,4,23,9118013103000.0,2019,0.0
2251,3868,141,206,17,343,639,1005,3803,1976,25,60,1610011103000.0,2019,28.1
2251,3851,141,206,17,343,639,1005,4466,2375,25,60,1610011117000.0,2019,2237595.0
2251,3884,141,206,17,343,639,1005,2935,3070,25,60,1610011123002.0,2019,1273522.23
2251,3868,141,206,17,343,639,1005,3214,1636,25,60,1610011130000.0,2019,0.0
