id_tipo,cd_tipo,nome
335,3,SERVICOS DE TRANSPORTE - DIVIDA ATIVA
336,3,TARIFA AEROPORTUARIA - DIVIDA ATIVA
337,1,COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRINCIPAL
338,0,TRANSFERENCIAS DE ESTADOS A CONSORCIOS PUBLICOS
339,1,RESTITUICAO DE GARANTIAS PRESTADAS - PRINCIPAL
340,0,TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE SANEAMENTO BASICO
341,1,TRANSFERENCIAS DE CONVENIO DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCACAO - PRINCIPAL
342,0,OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS
343,1,RESTITUICAO DECORRENTE DA APLICACAO IRREGULAR DE RECURSOS ELEITORAIS - PRINCIPAL
344,3,OUTROS RESSARCIMENTOS - DIVIDA ATIVA
345,1,REMUNERACAO SOBRE REPASSE PARA PROGRAMAS DE DESENVOLVIMENTO ECONOMICO - PRINCIPAL
346,1,OUTROS SERVICOS - PRINCIPAL
347,1,PREMIOS PRESCRITOS DE CONCURSOS DE PROGNOSTICOS - PRINCIPAL
348,0,TRANSFERENCIAS DE CONVENIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES
349,1,TRANSFERENCIAS DE CONVENIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCACAO - PRINCIPAL
350,0,TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES
351,1,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - PRINCIPAL
352,0,CONTRIBUICAO AO MONTEPIO CIVIL
353,0,PRESTACAO DE CONTAS ELEITORAIS
354,1,PRESTACAO DE CONTAS ELEITORAIS - PRINCIPAL
355,0,ENCARGOS LEGAIS PELA INSCRICAO EM DIVIDA ATIVA E RECEITAS DE ONUS DE SUCUMBENCIA
356,1,TRANSFERENCIA DE RECURSOS DO SISTEMA UNICO DE SAUDE - SUS - REPASSES FUNDO A FUNDO - PRINCIPAL
357,1,TITULOS DA DIVIDA AGRARIA - TDA - PRINCIPAL
358,1,OUTRAS TRANSFERENCIAS MULTIGOVERNAMENTAIS - PRINCIPAL
359,0,OPERACOES DE CREDITO - MERCADO INTERNO - ESTADOS/DF/MUNICIPIOS
360,0,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE EDUCACAO
361,0,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE MEIO AMBIENTE
362,0,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE MODERNIZACAO DA ADMINISTRACAO PUBLICA
363,1,TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR - PNATE - PRINCIPAL
364,0,TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO
365,1,OPERACOES DE CREDITO EXTERNAS PARA PROGRAMAS DE MODERNIZACAO DA ADMINISTRACAO PUBLICA - PRINCIPAL
366,1,OPERACOES DE CREDITO EXTERNAS PARA REFINANCIAMENTO DA DIVIDA CONTRATUAL - PRINCIPAL
367,1,OUTRAS OPERACOES DE CREDITO - MERCADO EXTERNO - PRINCIPAL
368,4,INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - DIVIDA ATIVA - MULTAS E JUROS
369,0,MULTAS PREVISTAS NA LEI GERAL DAS TELECOMUNICACOES
370,1,MULTAS PREVISTAS NA LEGISLACAO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRINCIPAL
371,0,ALIENACAO DE INVESTIMENTOS PERMANENTES
372,1,ALIENACAO DE BENS IMOVEIS - PRINCIPAL
373,1,ALIENACAO DE BENS INTANGIVEIS - PRINCIPAL
374,0,AMORTIZACAO PROVENIENTE DA EXECUCAO DE GARANTIA - OPERACOES DE CREDITO
375,1,MULTAS APLICADAS PELOS TRIBUNAIS DE CONTAS - PRINCIPAL
376,0,MULTAS DECORRENTES DE SENTENCAS JUDICIAIS
377,0,MULTAS E JUROS PREVISTOS EM CONTRATOS
378,1,MULTAS PREVISTAS NA LEGISLACAO SOBRE REGIME DE PREVIDENCIA PRIVADA COMPLEMENTAR - PRINCIPAL
379,0,AMORTIZACAO DE FINANCIAMENTO DO FUNDO DE FINANCIAMENTO AO ESTUDANTE DO ENSINO SUPERIOR - FIES
380,2,SERVICOS DE NAVEGACAO - MULTAS E JUROS
381,4,SERVICOS DE NAVEGACAO - DIVIDA ATIVA - MULTAS E JUROS
382,0,COTA-PARTE DO IPI - MUNICIPIOS
383,0,"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS"
384,0,INDENIZACOES POR DANOS CAUSADOS AO PATRIMONIO PUBLICO
385,0,INDENIZACAO POR POSSE OU OCUPACAO ILICITA DE BENS PUBLICOS
386,1,INDENIZACAO POR POSSE OU OCUPACAO ILICITA DE BENS PUBLICOS - PRINCIPAL
388,0,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR
389,3,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - DIVIDA ATIVA
390,0,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - FUMO
391,0,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI- BEBIDAS
392,4,TAXA DE FISCALIZACAO DE INSTALACAO - TFI - DIVIDA ATIVA - MULTAS E JUROS
393,3,TAXA DE FISCALIZACAO DE FUNCIONAMENTO - TFF - DIVIDA ATIVA
394,0,TAXA DE FISCALIZACAO DE FUNCIONAMENTO - TFF
395,3,TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL - DIVIDA ATIVA
396,4,TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL - DIVIDA ATIVA - MULTAS E JUROS
397,3,TAXA DE CONTROLE E FISCALIZACAO DA PESCA E AQUICULTURA - DIVIDA ATIVA
398,3,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - OUTROS PRODUTOS - DIVIDA ATIVA
399,3,IMPOSTO SOBRE OPERACOES FINANCEIRAS - IOF - OURO - DIVIDA ATIVA
400,2,IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - MULTAS E JUROS
401,1,"IMPOSTO SOBRE TRANSMISSAO ""INTER VIVOS"" DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS - PRINCIPAL"
402,4,IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIPAL E DE COMUNIC
403,3,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA
404,0,ADICIONAL ISS - FUNDO MUNICIPAL DE COMBATE A POBREZA
405,0,IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTIVEIS LIQUIDOS E GASOSOS (IVVC)
406,2,IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTIVEIS LIQUIDOS E GASOSOS (IVVC) - MULTAS E JUROS
407,0,IMPOSTOS
408,3,IMPOSTO SOBRE A EXPORTACAO - DIVIDA ATIVA
409,0,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL
410,1,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - MUNICIPIOS CONVENIADOS - PRINCIPAL
411,1,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - MUNICIPIOS NAO-CONVENIADOS - PRINCIPAL
412,4,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - DIVIDA ATIVA - MULTAS E JUROS
413,2,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL - MULTAS E JUROS
414,0,DEMAIS RECEITAS DE CAPITAL ESPECIFICAS DE E/DF/M
415,1,RECEITA INTRAORCAMENTARIA - APORTES PERIODICOS PARA AMORTIZACAO DE DEFICIT ATUARIAL DO RPPS - PRINCIPAL
416,1,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - PRINCIPAL
417,2,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - MULTAS E JUROS"
418,2,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - MULTAS E JUROS - COTA PARTE DO ESTADO PARA O FUNDEB"
419,1,RECEITA INTRAORCAMENTARIA - OUTRAS CONTRIBUICOES SOCIAIS - PRINCIPAL
420,0,"RECEITA INTRAORCAMENTARIA - ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO"
421,0,RECEITA INTRAORCAMENTARIA - ALUGUEIS E ARRENDAMENTOS
422,0,RECEITA INTRAORCAMENTARIA - COMPENSACOES AMBIENTAIS
423,4,RECEITA INTRAORCAMENTARIA - RECEITA AGROPECUARIA - DIVIDA ATIVA - MULTAS E JUROS
424,3,RECEITA INTRAORCAMENTARIA - RECEITA INDUSTRIAL - DIVIDA ATIVA
425,0,RECEITA INTRAORCAMENTARIA - SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS
426,1,RECEITA INTRAORCAMENTARIA - SERVICOS DE ATENDIMENTO A SAUDE - PRINCIPAL
427,0,RECEITA INTRAORCAMENTARIA - TRANSFERENCIAS DOS ESTADOS - ESPECIFICA E/M
428,0,RECEITA INTRAORCAMENTARIA - PARTICIPACAO NA RECEITA DOS ESTADOS
429,0,"RECEITA INTRAORCAMENTARIA - INDENIZACOES, RESTITUICOES E RESSARCIMENTOS"
430,0,"TRANSFERENCIAS DE INSTITUICOES PRIVADAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
431,0,TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS
432,0,SEM INFORMACAO
433,0,TRANSFERENCIAS DE CONVENI
434,0,DEDUCAO DAS RECEITAS - TRANSFERENCIAS DA UNIAO - ESPECIFICA E/M
435,1,RECEITA AGROPECUARIA - PRINCIPAL
436,2,RECEITA AGROPECUARIA - MULTAS E JUROS
437,4,CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - DIVIDA ATIVA - MULTAS E JUROS
438,2,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE FERROVIARIO - MULTAS E JUROS
439,1,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE METROVIARIO - PRINCIPAL
440,2,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE AEROVIARIO - MULTAS E JUROS
441,0,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE RODOVIARIO
442,0,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE RODOVIARIO PARA O SETOR PRIVADO
443,3,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE RODOVIARIO PARA O SETOR PRIVADO - DIVIDA ATIVA
444,0,"CONTRIBUICOES SOCIAIS ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
445,1,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE AQUAVIARIO - PRINCIPAL
1,1,INDENIZACOES POR DANOS CAUSADOS AO PATRIMONIO PUBLICO - PRINCIPAL
2,4,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL - DIVIDA ATIVA - MULTAS E JUROS
3,4,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - DIVIDA ATIVA - MULTAS E JUROS
4,3,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - DIVIDA ATIVA
5,1,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI- BEBIDAS - PRINCIPAL
6,3,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI- BEBIDAS - DIVIDA ATIVA
7,2,"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - MULTAS E JUROS"
8,0,TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL
9,1,TAXA DE FISCALIZACAO DE FUNCIONAMENTO - TFF - PRINCIPAL
10,1,TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL - PRINCIPAL
11,2,TAXA DE CONTROLE E FISCALIZACAO DA PESCA E AQUICULTURA - MULTAS E JUROS
12,2,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - AUTOMOVEIS - MULTAS E JUROS
13,0,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - VINCULADOS A IMPORTACAO
14,4,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - VINCULADOS A IMPORTACAO - DIVIDA ATIVA - MULTAS E JUROS
15,0,IMPOSTO SOBRE OPERACOES FINANCEIRAS - IOF - OURO
16,3,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DIVIDA ATIVA
17,3,"IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA"
18,0,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA
19,4,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA - MULTAS E JUROS
20,3,IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTIVEIS LIQUIDOS E GASOSOS (IVVC) - DIVIDA ATIVA
21,4,IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTIVEIS LIQUIDOS E GASOSOS (IVVC) - DIVIDA ATIVA - MULTAS E JUROS
22,0,OUTROS IMPOSTOS
23,3,OUTROS IMPOSTOS - DIVIDA ATIVA
24,4,OUTROS IMPOSTOS - DIVIDA ATIVA - MULTAS E JUROS
25,0,IMPOSTOS SOBRE O COMERCIO EXTERIOR
26,4,IMPOSTO SOBRE A RENDA DE PESSOA FISICA - IRPF - DIVIDA ATIVA - MULTAS E JUROS
27,3,IMPOSTO SOBRE A RENDA DE PESSOA JURIDICA - IRPJ - LIQUIDA DE INCENTIVOS - DIVIDA ATIVA
28,0,RECEITA INTRAORCAMENTARIA - CONTRIBUICOES
29,0,RECEITA INTRAORCAMENTARIA - CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS
30,0,RECEITA INTRAORCAMENTARIA - OUTRAS RECEITAS - PRIMARIAS
31,0,DEDUCAO DAS RECEITAS - IMPOSTOS ESPECIFICOS DE ESTADOS/DF MUNICIPIOS
32,0,DEDUCAO DAS RECEITAS - IMPOSTOS SOBRE O PATRIMONIO PARA ESTADOS/DF/MUNICIPIOS
33,0,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS"
34,2,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTE
35,1,RECEITA INTRAORCAMENTARIA - CONTRIBUICAO
36,1,RECEITA INTRAORCAMENTARIA - RECEITA AGROPECUARIA - PRINCIPAL
37,0,"RECEITA INTRAORCAMENTARIA - SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO"
38,0,RECEITA INTRAORCAMENTARIA - OUTROS SERVICOS
39,3,RECEITA INTRAORCAMENTARIA - OUTROS SERVICOS - DIVIDA ATIVA
40,0,RECEITA INTRAORCAMENTARIA - OUTRAS TRANSFERENCIAS DOS ESTADOS
41,1,TRANSFERENCIAS DO EXTERIOR - PRINCIPAL
42,0,OUTRAS RECEITAS DE CAPITAL
43,1,INTEGRALIZACAO DE CAPITAL SOCIAL - PRINCIPAL
44,1,RESULTADO DO BANCO CENTRAL - DEMAIS OPERACOES - PRINCIPAL
45,1,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA
46,3,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - DIVIDA ATIVA - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA - CESSAO DE DIREITO
47,0,DEDUCAO DAS RECEITAS - JUROS E CORRECOES MONETARIAS
48,1,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS - PRINCIPAL
49,1,DEDUCAO DAS RECEITAS - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - PRINCIPAL
50,1,DEDUCAO DAS RECEITAS - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS - PRINCIPAL - FUNDEB
51,2,DEMAIS RECEITAS PATRIMONIAIS - MULTAS E JUROS
52,4,DEMAIS RECEITAS PATRIMONIAIS - DIVIDA ATIVA - MULTAS E JUROS
53,3,RECEITA AGROPECUARIA - DIVIDA ATIVA
54,1,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE FERROVIARIO - PRINCIPAL
55,0,RECEITA INDUSTRIAL
56,2,RECEITA INDUSTRIAL - MULTAS E JUROS
57,0,DELEGACAO DOS SERVICOS DE INFRAESTRUTURA
58,1,"DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE RODOVIARIO PARA OS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS - PRINCIPAL"
59,0,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE FERROVIARIO
60,1,CONTRIBUICAO DO SERVIDOR INATIVO PARA O RPPS - PRINCIPAL
61,0,CONTRIBUICOES PARA O REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS DE ESTADOS/DF/MUNICIPIOS
62,2,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE FERROVIARIO - MULTAS E JUROS
63,0,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE AQUAVIARIO
64,0,SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS
65,0,CONTRIBUICAO PATRONAL DO MILITAR ATIVO
66,1,CONTRIBUICAO DO MILITAR ATIVO - PRINCIPAL
67,1,CONTRIBUICAO DOS PENSIONISTAS MILITARES - PRINCIPAL
68,0,DELEGACAO DOS SERVICOS DE RADIODIFUSAO SONORA E DE SONS E IMAGENS
69,1,DELEGACAO DOS SERVICOS DE RADIODIFUSAO SONORA E DE SONS E IMAGENS - PRINCIPAL
70,3,CESSAO DO DIREITO DE USO DE RADIOFREQUENCIA - DIVIDA ATIVA
71,3,SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - DIVIDA ATIVA
72,4,CONTRIBUICAO DO SERVIDOR INATIVO PARA O RPPS - DIVIDA ATIVA - MULTAS E JUROS
73,2,CONTRIBUICAO DO PENSIONISTA PARA O RPPS - MULTAS E JUROS
74,0,CONTRIBUICAO PARA O PROGRAMA DE REDISTRIBUICAO DE TERRAS E DE ESTIMULO A AGROINDUSTRIA DO NORTE E DO NORDESTE - PROTERRA
75,2,CONTRIBUICAO PARA O PROGRAMA DE REDISTRIBUICAO DE TERRAS E DE ESTIMULO A AGROINDUSTRIA DO NORTE E DO NORDESTE - PROTERRA - MULTAS E JUROS
76,2,TRANSFERENCIA DA DELEGACAO DOS SERVICOS DE TELECOMUNICACOES OU DO DIREITO DE USO DE RADIOFREQUENCIA - MULTAS E JUROS
77,1,OUTRAS DELEGACOES DOS SERVICOS DE TELECOMUNICACAO - PRINCIPAL
78,2,OUTRAS DELEGACOES DOS SERVICOS DE TELECOMUNICACAO - MULTAS E JUROS
79,0,DEMAIS DELEGACOES DE SERVICOS PUBLICOS
80,4,"CONTRIBUICAO DE LOJAS FRANCAS, ENTREPOSTOS ADUANEIROS E DEPOSITOS ALFANDEGARIOS - DIVIDA ATIVA - MULTAS E JUROS"
81,3,CONTRIBUICAO SOBRE APOSTAS EM COMPETICOES HIPICAS - DIVIDA ATIVA
82,3,COTA-PARTE DO ADICIONAL AO FRETE PARA A RENOVACAO DA MARINHA MERCANTE - AFRMM - DIVIDA ATIVA
83,1,DEMAIS DELEGACOES DE SERVICOS PUBLICOS - PRINCIPAL
84,0,PETROLEO - REGIME DE CONCESSAO
85,0,PAGAMENTO PELA RETENCAO DE AREA PARA EXPLORACAO OU PRODUCAO
86,0,ROYALTIES MINIMOS PELA PRODUCAO DE PETROLEO - CONTRATO DE CONCESSAO
87,2,CONTRIBUICAO PATRONAL PARA O RPPS ORIUNDA DE SENTENCAS JUDICIAIS - MULTAS E JUROS
88,0,CONTRIBUICAO DO SERVIDOR ATIVO AO RPPS ORIUNDA DE SENTENCAS JUDICIAIS
89,0,CONTRIBUICAO SOBRE AS RECEITAS DE CONCESSIONARIAS E PERMISSIONARIAS DE ENERGIA ELETRICA
710,2,CONTRIBUICOES PARA O REGIME GERAL DE PREVIDENCIA SOCIAL - RGPS - MULTAS E JUROS
711,0,"DELEGACAO DE SERVICOS PUBLICOS MEDIANTE CONCESSAO, PERMISSAO, AUTORIZACAO OU LICENCA"
712,1,ROYALTIES PELA EXPLORACAO DO PATRIMONIO GENETICO OU CONHECIMENTO TRADICIONAL ASSOCIADO - PRINCIPAL
713,0,CESSAO DE DIREITOS
714,4,SERVICOS DE TRANSPORTE - DIVIDA ATIVA - MULTAS E JUROS
715,0,SERVICOS AEROPORTUARIOS
716,1,TARIFA AEROPORTUARIA - PRINCIPAL
717,1,"COTA-PARTE ROYALTIES - COMPENSACAO FINANCEIRA PELA PRODUCAO DO PETROLEO - LEI NO 7.990/89, ARTIGO 9O - PRINCIPAL"
718,1,TRANSFERENCIAS DE ESTADOS A CONSORCIOS PUBLICOS - PRINCIPAL
719,1,RESTITUICAO DE BENEFICIOS PREVIDENCIARIOS - PRINCIPAL
720,1,RESTITUICAO DE DESPESAS DE EXERCICIOS ANTERIORES - PRINCIPAL
721,1,RESTITUICAO DE PARCELAS DO SEGURO DESEMPREGO RECEBIDAS INDEVIDAMENTE - PRINCIPAL
722,3,PARCELA DA TARIFA DE EMBARQUE INTERNACIONAL - DIVIDA ATIVA
723,0,SERVICOS E ATIVIDADES REFERENTES A SAUDE
724,2,SERVICOS DE ATENDIMENTO A SAUDE - MULTAS E JUROS
725,0,TRANSFERENCIAS DE ESTADOS DESTINADAS A ASSISTENCIA SOCIAL
726,0,RESTITUICAO DECORRENTE DA NAO APLICACAO DE INCENTIVOS FISCAIS RELATIVOS A LEI ROUANET
727,0,SERVICOS DE ASSISTENCIA MEDICO-HOSPITALAR DO MILITAR
728,0,TRANSFERENCIAS DOS MUNICIPIOS E DE SUAS ENTIDADES
729,0,TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE - SUS
730,1,REVERSAO DE GARANTIAS - PRINCIPAL
731,1,RESSARCIMENTO AO REGIME GERAL DE PREVIDENCIA SOCIAL - RGPS - PRINCIPAL
732,0,OUTROS RESSARCIMENTOS
733,1,OUTROS RESSARCIMENTOS - PRINCIPAL
734,0,"BENS, DIREITOS E VALORES INCORPORADOS AO PATRIMONIO PUBLICO"
735,0,OUTRAS TRANSFERENCIAS DOS MUNICIPIOS
736,0,TRANSFERENCIAS DE INSTITUICOES PRIVADAS
737,0,OUTROS SERVICOS
738,0,"TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
739,1,COTA-PARTE DO FUNDO DE PARTICIPACAO DO MUNICIPIOS - 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL
740,0,TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB
741,1,TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB - PRINC
742,0,RESERVA GLOBAL DE REVERSAO
743,0,"TRANSFERENCIAS DOS ESTADOS, DISTRITO FEDERAL, E DE SUAS ENTIDADES"
744,1,COTA-PARTE ROYALTIES - COMPENSACAO FINANCEIRA PELA PRODUCAO DE PETROLEO - LEI NO 7.990/89 - PRINCIPAL
745,0,"COTA-PARTE ROYALTIES PELA PARTICIPACAO ESPECIAL - LEI NO 9.478/97, ARTIGO 50"
746,3,OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA
747,0,TRANSFERENCIAS DE RECURSOS DA COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS D
748,1,OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL
749,0,RECEITAS DE CAPITAL
750,1,OPERACOES DE CREDITO CONTRATUAIS - MERCADO INTERNO - PRINCIPAL
751,0,TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS E DE SUAS ENTIDADES
752,1,TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS DESTINADAS A PROGRAMAS DE EDUCACAO - PRINCIPAL
753,0,TRANSFERENCIAS DO SALARIO-EDUCACAO
754,1,TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE - PRINCIPAL
755,0,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS"
756,1,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE MEIO AMBIENTE - PRINCIPAL
757,1,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE MODERNIZACAO DA ADMINISTRACAO PUBLICA - PRINCIPAL
758,1,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE MORADIA POPULAR - PRINCIPAL
759,0,TITULOS DE RESPONSABILIDADE DO TESOURO NACIONAL - MERCADO EXTERNO
760,0,OPERACOES DE CREDITO EXTERNAS - ESTADOS/DF/ MUNICIPIOS
761,0,TRANSFERENCIAS DE CONVENIOS DA UNIAO PARA O SISTEMA UNICO DE SAUDE - SUS
762,1,TRANSFERENCIAS DE CONVENIOS DA UNIAO PARA O SISTEMA UNICO DE SAUDE - SUS - PRINCIPAL
763,0,OUTRAS OPERACOES DE CREDITO - MERCADO EXTERNO
764,1,INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - PRINCIPAL
765,0,TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE ASSISTENCIA SOCIAL
766,0,ALIENACAO DE INVESTIMENTOS TEMPORARIOS
767,1,ALIENACAO DE INVESTIMENTOS PERMANENTES - PRINCIPAL
768,1,ALIENACAO DE INVESTIMENTOS TEMPORARIOS - PRINCIPAL
769,1,AMORTIZACAO DE EMPRESTIMOS - PROGRAMA DAS OPERACOES OFICIAIS DE CREDITO - PRINCIPAL
770,0,OUTRAS TRANSFERENCIAS DE RECURSOS FUNDO A FUNDO
771,2,INDENIZACAO POR POSSE OU OCUPACAO ILICITA DE BENS PUBLICOS - MULTAS E JUROS
772,1,INDENIZACAO POR SINISTRO - PRINCIPAL
773,1,OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL
