id_tempo;id_unidade_orc;id_origem;id_especie;id_desdobramento_2;id_desdobramento_3;id_tipo;id_item;id_subitem;id_fonte;cd_fonte;cd_classificacao_rec;ano_particao;vr_efetivado
2248;3906;120;76;377;308;10;4961;2989;132;91;1121041104000;2019;876649.17
2251;3872;120;76;377;308;10;4951;3005;132;91;1121041105000;2019;160501.78
2255;3872;120;76;377;308;10;4960;3006;132;91;1121041107000;2019;1304050.47
2257;3906;120;76;377;308;10;4952;2983;132;91;1121041109000;2019;3118.94
2256;3871;120;76;377;308;10;4952;2983;132;91;1121041109000;2019;4652.49
2250;3859;120;44;169;113;217;2831;1547;4;23;1118021303000;2019;0.00
2252;3937;120;44;169;114;1507;5019;3183;50;71;1118022201000;2019;1595909.94
2256;3937;120;44;169;114;1508;5021;3188;50;71;1118022301000;2019;74351.27
2249;3865;141;206;343;639;1005;2634;908;25;60;1610011120000;2019;17673.00
2255;3854;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;37062.00
2246;3937;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;0.00
2254;3835;141;206;343;639;1005;2612;122;25;60;1610011127000;2019;25476.00
2255;3911;141;206;343;639;1005;4451;1266;25;60;1610011128000;2019;2053.21
2254;3911;141;206;343;639;1005;4451;1266;25;60;1610011128000;2019;1077.96
2257;3927;141;206;343;639;1005;4739;1267;25;60;1610011129000;2019;1855.60
2256;3910;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;38.18
2253;3871;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;54.51
2253;3868;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;3.25
2248;3865;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;8288.66
2247;3937;141;206;343;639;1005;4453;2731;73;10;1610011199001;2019;1295.00
2246;3937;141;206;343;639;1005;4453;2731;73;10;1610011199001;2019;1168.75
2251;3937;120;76;377;308;396;4045;14;8;72;1121041402000;2019;2620.00
2257;3911;120;76;111;205;1141;3735;1528;132;91;1122011101006;2019;30392.82
2256;3937;120;76;111;205;1141;3735;3126;133;29;1122011101011;2019;2381954.79
2253;3937;120;76;111;205;1141;3735;1153;73;10;1122011101999;2019;3399.24
2255;3937;120;76;111;205;1327;4661;1531;133;29;1122011201002;2019;151767.88
2257;3937;120;76;111;205;1327;4661;1889;73;10;1122011201999;2019;292.30
2246;3937;120;76;111;205;1140;2953;2051;73;10;1122011301999;2019;296.68
2252;3937;6;207;394;553;491;3256;2781;73;10;1310011101001;2019;136916.10
2254;3908;6;207;394;553;491;3256;2781;25;60;1310011101001;2019;940.77
2254;3875;6;207;394;553;491;3256;2781;25;60;1310011101001;2019;5000.00
2254;3916;6;207;394;553;491;3256;2042;25;60;1310011101002;2019;8384.98
2246;3916;6;207;394;553;491;3256;2042;25;60;1310011101002;2019;0.00
2250;3873;6;207;394;553;302;4195;1320;25;60;1310011201001;2019;2474.78
2248;3898;6;207;394;346;1414;2949;557;25;60;1310012101000;2019;2185.72
2252;3884;120;76;41;659;697;4980;3045;136;77;1122021101000;2019;10289493.95
2252;3884;120;76;41;659;320;4984;3073;136;77;1122021202000;2019;14.11
2250;3884;120;76;41;659;321;4990;3090;136;77;1122021403000;2019;60267.27
2255;3952;6;207;90;559;862;3874;1330;25;60;1310021101001;2019;16366.05
2249;3937;6;207;90;559;862;3874;2407;73;10;1310021101999;2019;232528.85
2255;3865;137;22;26;431;322;2976;967;79;50;1210991102005;2019;10299957.99
2247;3865;137;22;26;431;322;2976;2436;25;60;1210991102009;2019;43644.03
2253;3865;137;22;26;431;322;2976;2819;25;60;1210991102010;2019;14495.50
2251;3865;137;22;26;431;322;2976;2819;25;60;1210991102010;2019;-1649.90
2253;3917;137;22;26;431;322;4815;968;25;60;1210991105001;2019;220424.27
2252;3866;137;22;26;431;322;4227;2083;25;60;1210991107000;2019;3896927.86
2256;3866;137;22;26;431;322;4227;2083;25;60;1210991107000;2019;7814261.68
2256;3865;137;22;26;431;322;4817;1356;25;60;1210991110000;2019;46.55
2255;3872;6;128;92;159;1242;2687;964;65;61;1349011101000;2019;1231069.41
2257;3872;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;-17733.37
2257;3883;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;3709501.20
2256;3910;6;191;91;60;1440;4806;1705;87;36;1321001101000;2019;35337.80
2256;3939;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;-5805.59
2255;3940;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;1076.74
2252;3913;6;191;91;60;1440;4806;1705;87;36;1321001101000;2019;30509.50
2252;3859;6;191;91;60;1440;4806;1705;31;25;1321001101000;2019;0.00
2252;3905;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;2449.95
2254;3909;6;191;91;60;1440;4806;1705;92;45;1321001101000;2019;355.80
2250;3898;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;4925.75
2249;3920;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;28277.13
2249;3905;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;2438.22
2249;3884;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;19.17
2248;3898;6;191;91;60;1440;4806;1705;69;73;1321001101000;2019;2850.05
2246;3899;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;587.55
2246;3913;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;2751.10
2247;3914;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;3273.70
2247;3859;6;191;91;60;1440;4806;1705;73;10;1321001101000;2019;0.00
2246;3885;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;18303.88
2248;3884;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;20.60
2247;3937;6;191;91;60;1440;4806;1705;50;71;1321001101000;2019;8903.40
2247;3913;6;191;91;60;1440;4806;1705;87;36;1321001101000;2019;43487.66
2247;3904;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;161055.39
2255;3868;6;191;399;770;877;2686;589;25;60;1322001102000;2019;0.00
2256;3861;137;22;186;537;808;3177;836;91;43;1210042101000;2019;20398333.16
2251;3861;137;22;186;537;808;3785;84;91;43;1210042102000;2019;2177078.24
2255;3861;137;22;186;537;808;4421;2677;91;43;1210042106000;2019;7966101.45
2251;3861;137;22;186;537;808;4701;1955;91;43;1210042107000;2019;1906987.64
2253;3875;7;8;291;430;435;2571;1215;25;60;1400001101000;2019;629.00
2257;3838;7;8;291;430;435;3784;1951;65;61;1400001102001;2019;406.00
2249;3927;8;11;28;31;1191;4707;1225;25;60;1500001101004;2019;12428.10
2251;3937;8;11;28;31;1191;4426;2685;73;10;1500001102001;2019;3149496.99
2247;3937;8;11;28;31;1191;4426;845;73;10;1500001102002;2019;2776.54
2254;3873;137;22;186;635;60;4121;484;79;50;1210043101000;2019;1891.22
2251;3861;137;22;186;635;60;4122;485;91;43;1210043103000;2019;1425047.49
2257;3861;137;22;186;635;60;3805;2339;91;43;1210043105000;2019;59117.99
2252;3861;137;22;186;635;60;3805;2339;91;43;1210043105000;2019;58678.68
2254;3861;137;22;186;635;60;3805;2339;91;43;1210043105000;2019;57625.51
2252;3873;137;22;184;541;66;3808;112;79;50;1218022102000;2019;15361471.81
2249;3873;137;22;184;541;66;3808;112;79;50;1218022102000;2019;25240577.25
2250;3873;137;22;184;541;66;3199;1982;79;50;1218022103000;2019;7865115.66
2251;3911;141;206;343;639;1005;3803;1976;25;60;1610011103000;2019;164.00
2247;3880;141;206;343;639;1005;4722;1977;25;60;1610011107000;2019;32136.94
2248;3928;141;206;343;639;1005;4722;1977;25;60;1610011107000;2019;48487.37
2253;3861;137;22;186;238;655;3207;507;91;43;1210044106000;2019;506720.04
2255;3927;141;193;312;174;346;3034;1046;25;60;1690991101000;2019;700.00
2246;3918;141;193;312;174;346;3034;1046;25;60;1690991101000;2019;101410.96
2256;3871;141;193;312;174;545;3041;287;25;60;1690991301000;2019;556651.32
2251;3839;11;131;60;496;942;4340;2963;1;39;1910081101000;2019;211929.93
2248;3848;11;131;60;496;942;4340;2963;1;39;1910081101000;2019;202211.01
2252;3952;11;131;418;497;1317;4634;2225;25;60;1910091101000;2019;321.75
2256;3884;11;131;418;497;1317;4634;2225;136;77;1910091101000;2019;14652.04
2249;3865;11;131;418;497;1317;4634;2225;25;60;1910091101000;2019;571.13
2246;3889;11;131;418;497;1317;4634;2225;25;60;1910091101000;2019;0.00
2254;3918;14;21;57;191;934;3402;1109;74;47;2213001199000;2019;100802.00
2250;3937;14;21;57;191;934;3402;1109;33;48;2213001199000;2019;1394.02
2249;3913;14;21;57;191;934;3402;1109;74;47;2213001199000;2019;34600.00
2246;3914;14;21;57;191;934;3402;1109;25;60;2213001199000;2019;0.00
2246;3909;14;21;57;191;934;3402;1109;74;47;2213001199000;2019;0.00
2247;3890;11;131;105;396;370;4624;2580;25;60;1910041102000;2019;832072.95
2251;3906;11;131;371;708;1126;4337;2220;25;60;1910061101000;2019;671834.35
2256;3872;11;131;371;708;1126;4337;2220;25;60;1910061101000;2019;1131180.50
2247;3871;11;131;371;708;1126;4337;2220;25;60;1910061101000;2019;102978716.51
2256;3937;10;145;147;284;170;2750;300;54;20;1718016101002;2019;12827996.53
2257;3937;10;145;147;284;170;2750;1796;4;23;1718016101003;2019;9046875.19
2246;3937;10;145;147;792;915;3973;1056;89;51;1718017101002;2019;5931996.17
2250;3937;10;145;147;476;1103;4294;301;73;10;1718018101000;2019;121.24
2249;3937;10;145;260;571;337;3054;1391;46;32;1718022101000;2019;19687202.10
2248;3878;11;168;419;306;202;2810;2235;25;60;1921991101999;2019;7093.72
2249;3911;11;168;419;306;202;2810;2235;25;60;1921991101999;2019;132.10
2254;3904;10;145;437;835;1524;5066;3240;355;92;1718033101000;2019;2902766.45
2257;3904;10;145;437;835;1524;5071;3252;355;92;1718033102000;2019;225285.08
2255;3904;11;168;165;607;946;4852;2863;64;37;1922991101000;2019;1458.47
2248;3914;11;168;165;607;946;4852;2863;73;10;1922991101000;2019;11094.31
2247;3899;11;168;165;607;946;4550;1762;87;36;1922991103000;2019;1071.21
2251;3899;11;168;165;607;946;3631;2871;4;23;1922991104000;2019;331008.79
2254;3869;11;168;165;607;946;4268;267;96;70;1922991199000;2019;169688.53
2255;3873;11;168;165;607;946;4268;267;25;60;1922991199000;2019;77018.33
2255;3865;11;168;165;607;946;4268;267;25;60;1922991199000;2019;37732.88
2254;3916;11;168;165;607;946;4268;267;25;60;1922991199000;2019;2400.00
2256;3937;11;168;165;607;946;4268;267;50;71;1922991199000;2019;37.68
2250;3909;11;168;165;607;946;4268;267;25;60;1922991199000;2019;12399.06
2248;3914;11;168;165;607;946;4268;267;25;60;1922991199000;2019;537.01
2248;3909;11;168;165;607;946;4268;267;25;60;1922991199000;2019;73694.30
2248;3868;11;168;165;607;946;4268;267;25;60;1922991199000;2019;12174.28
2249;3873;11;168;165;607;946;4268;267;40;49;1922991199000;2019;6652.30
2246;3869;11;168;165;607;946;4268;267;25;60;1922991199000;2019;2288953.31
2246;3937;11;168;165;607;946;4268;267;84;12;1922991199000;2019;12.82
2253;3913;10;194;1;786;1467;4987;3083;96;70;1738102101001;2019;981640.45
2253;3884;10;194;1;501;592;3641;2156;96;70;1738109102001;2019;65000.00
2255;3926;10;194;1;501;592;3429;653;98;74;1738109105001;2019;5032124.74
2248;3884;141;206;343;639;1010;4903;3047;25;60;1610011423002;2019;8572.28
2248;3846;10;146;181;225;801;4404;61;92;45;1740001199000;2019;159.00
2246;3898;141;206;218;90;764;3701;2568;25;60;1610021101000;2019;94977.00
2252;3869;10;146;221;503;594;2748;302;22;24;1748101102001;2019;180000.00
2252;3907;10;146;221;503;594;5074;3257;96;70;1748101105001;2019;1450237.00
2249;3899;10;145;109;391;1117;2789;702;22;24;1718102102001;2019;-93691.78
2257;3899;10;139;148;285;741;3356;1445;4;23;1758011103001;2019;582502996.34
2253;3884;10;145;109;606;773;3317;1112;22;24;1718109102001;2019;4000.00
2251;3929;11;208;212;794;173;4583;1067;25;60;1990991107000;2019;1115926.56
2246;3884;11;208;212;794;173;4982;3050;25;60;1990991109001;2019;2319642.65
2254;3859;11;208;212;794;173;4584;2915;73;10;1990991199000;2019;0.00
2255;3872;11;208;212;794;173;4584;2915;25;60;1990991199000;2019;308964.42
2252;3914;11;208;212;794;173;4584;2915;25;60;1990991199000;2019;3040.00
2253;3899;11;208;212;794;173;4584;2915;25;60;1990991199000;2019;27.00
2249;3872;11;208;212;794;173;4584;2915;25;60;1990991199000;2019;62324.59
2256;3884;11;208;212;794;176;4972;3099;25;60;1990991209001;2019;14915.20
2251;3918;11;208;212;794;176;3055;1069;25;60;1990991299000;2019;1037464.36
2254;3922;11;208;212;794;176;3055;1069;12;59;1990991299000;2019;22386.72
2255;3898;10;145;109;606;773;4351;2588;22;24;1718109120002;2019;38985.63
2257;3898;10;145;109;606;773;4351;2961;22;24;1718109120006;2019;27444.88
2253;3937;11;208;212;794;746;3987;2526;73;10;1990991399000;2019;74.25
2246;3859;11;131;413;802;183;4901;694;78;82;1910011103001;2019;0.00
2257;3914;141;158;47;70;534;3312;1754;25;60;1630011101000;2019;108888.60
2255;3914;141;158;47;70;534;3312;1754;25;60;1630011101000;2019;114118.88
2247;3909;141;158;47;70;534;3312;1754;25;60;1630011101000;2019;5635243.40
2254;3873;141;158;47;70;534;3313;1403;25;60;1630011108001;2019;6880338.73
2248;3873;141;158;47;70;534;2720;2860;25;60;1630011199000;2019;7057.34
2249;3835;10;145;109;606;773;4351;3171;22;24;1718109120013;2019;166238.19
2248;3912;11;131;413;802;183;4901;335;17;83;1910011103003;2019;1280004.88
2256;3937;11;131;413;802;183;3378;2932;73;10;1910011104999;2019;5591405.36
2249;3835;11;131;413;802;183;4605;1829;25;60;1910011107000;2019;53.90
2251;3911;11;131;413;802;183;4995;3104;25;60;1910011199000;2019;7901.48
2253;3941;10;145;389;735;642;4887;2974;62;38;1718991101001;2019;1137420.99
2246;3884;11;131;413;802;1493;4971;3026;25;60;1910011208001;2019;738.86
2246;3937;11;131;413;802;927;3075;347;73;10;1910011304001;2019;0.00
2257;3937;11;131;413;802;927;3075;348;73;10;1910011304999;2019;841789.50
2255;3917;141;159;98;172;1466;3638;2497;25;60;1640011101000;2019;106744.44
2254;3917;141;159;98;172;1466;3638;2497;25;60;1640011101000;2019;96859.89
2247;3929;141;159;98;172;1466;3638;2497;25;60;1640011101000;2019;23848.50
2247;3859;134;201;12;622;1172;3467;426;4;23;9118021103000;2019;0.00
2250;3914;11;131;418;497;1548;5111;3337;25;60;1910091201000;2019;10.72
2250;3929;15;2;374;811;586;3419;2965;25;60;2300061101000;2019;195783.13
2246;3937;15;2;374;811;586;3419;2965;73;10;2300061101000;2019;0.00
2251;3931;15;2;220;812;1319;4636;2593;25;60;2300071199000;2019;3356985.20
2253;3932;15;2;220;812;1319;4636;2593;65;61;2300071199000;2019;0.00
2253;3937;134;201;12;622;34;3467;426;4;23;9118021203000;2019;-4975602.57
2248;3937;134;201;12;622;34;3467;426;4;23;9118021203000;2019;-4045099.91
2254;3937;134;201;12;622;626;3467;426;4;23;9118021303000;2019;-10711621.93
2246;3917;105;114;225;118;1164;2543;416;25;60;2990001199000;2019;0.00
2252;3937;104;127;24;428;50;2569;1949;4;23;9718016101003;2019;-7590723.30
2253;3937;104;127;24;428;50;2569;1949;4;23;9718016101003;2019;-6793763.88
2246;3937;16;145;143;165;1452;3920;620;87;36;2418051101002;2019;0.00
2253;3865;112;132;176;521;419;4080;2649;40;49;7210991101004;2019;182325.57
2248;3865;112;132;176;521;419;4080;52;40;49;7210991101007;2019;5703.89
2257;3937;112;132;276;317;629;3471;430;28;75;7218021101001;2019;12420383.79
2249;3937;112;132;276;317;629;3471;430;28;75;7218021101001;2019;12344724.23
2254;3937;112;132;276;624;1547;3472;1925;28;75;7218025101001;2019;2779030.20
2257;3873;112;132;276;624;1547;3472;1568;40;49;7218025101002;2019;71069218.80
2250;3873;112;132;276;624;1547;3472;1568;40;49;7218025101002;2019;73056802.53
2247;3884;100;213;72;417;1175;4396;1926;25;60;7310021101001;2019;187347.96
2254;3915;16;145;110;606;773;2731;1773;69;73;2418109106001;2019;150000.00
2252;3908;135;138;180;323;426;5103;3249;25;60;7630011104000;2019;180615.12
2256;3914;135;138;180;323;426;4088;807;25;60;7630011107000;2019;114943.69
2250;3854;92;152;238;628;981;3161;437;73;10;7728019101000;2019;2832383.00
2247;3861;86;196;273;517;415;3141;1916;47;58;7990011101005;2019;261966.12
2252;3898;16;217;407;327;804;4859;3182;96;70;2428109120003;2019;29150.00
2251;3861;86;196;273;517;415;3141;42;47;58;7990011101007;2019;1317392.96
2257;3929;86;196;229;315;796;4678;1564;25;60;7990991106000;2019;3213065.00
2246;3937;121;149;115;519;970;2845;2288;4;23;9118012203000;2019;-1202819.76
2247;3937;114;211;383;122;971;4075;1189;4;23;9118012303000;2019;-1297783.08
2253;3859;81;199;331;216;1170;3143;47;4;23;9118013103000;2019;0.00
2255;3859;133;150;116;520;418;4077;423;4;23;9118013203000;2019;0.00
2252;3937;133;150;116;520;418;4077;423;4;23;9118013203000;2019;-396916.38
2251;3859;121;149;115;519;970;2845;2288;4;23;9118012203000;2019;0.00
2249;3937;114;211;383;122;971;4075;1189;4;23;9118012303000;2019;-1253140.20
2250;3937;120;76;266;506;598;3727;1880;72;53;1121011401005;2019;58860.54
2246;3937;120;76;266;506;598;3727;1880;72;53;1121011401005;2019;61889.93
2247;3872;120;76;377;308;10;3732;12;320;26;1121041101000;2019;8505888.38
2248;3871;120;76;377;308;10;4044;395;85;52;1121041103000;2019;1880947.00
2257;3872;120;76;377;308;10;4940;2990;132;91;1121041106000;2019;21794.09
2252;3872;120;76;377;308;10;4960;3006;132;91;1121041107000;2019;1507712.44
2253;3906;120;76;377;308;10;4946;2991;132;91;1121041108000;2019;86.24
2249;3906;120;76;377;308;10;4952;2983;132;91;1121041109000;2019;5883.57
2250;3937;120;76;377;308;395;4656;1151;8;72;1121041302000;2019;6165.95
2255;3912;120;76;266;506;7;3725;2616;57;54;1121011203000;2019;56533.55
2249;3912;120;76;266;506;7;3725;2616;57;54;1121011203000;2019;1014.10
2249;3937;120;44;169;113;217;2831;1547;4;23;1118021303000;2019;3855372.74
2255;3937;120;44;169;114;1508;5021;3188;50;71;1118022301000;2019;91600.46
2252;3872;141;206;343;639;1005;3804;1290;25;60;1610011111002;2019;67370.99
2253;3872;141;206;343;639;1005;2934;2013;65;61;1610011118000;2019;385501.73
2254;3872;141;206;343;639;1005;3236;1291;25;60;1610011121000;2019;783521.19
2257;3868;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;125088.55
2255;3878;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;37950.00
2251;3916;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;50733.66
2251;3898;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;22827.89
2253;3910;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;33737.01
2249;3910;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;9401.85
2247;3916;141;206;343;639;1005;2635;2378;25;60;1610011124000;2019;114640.39
2251;3865;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;2345.65
2250;3885;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;156.71
2249;3910;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;64.40
2246;3868;141;206;343;639;1005;4453;2731;25;60;1610011199001;2019;0.00
2257;3872;120;76;377;308;396;3121;397;85;52;1121041403000;2019;1407.66
2257;3911;120;76;111;205;1141;3735;2623;132;91;1122011101001;2019;279746.68
2251;3911;120;76;111;205;1141;3735;1528;132;91;1122011101006;2019;34055.36
2246;3911;120;76;111;205;1141;3735;1529;25;60;1122011101007;2019;0.00
2257;3937;120;76;111;205;1141;3735;3126;133;29;1122011101011;2019;2715754.72
2252;3937;120;76;111;205;1327;4661;1531;133;29;1122011201002;2019;244.44
2257;3937;120;76;111;205;1327;4661;764;133;29;1122011201004;2019;234.32
2251;3911;120;76;111;205;1327;4661;1156;132;91;1122011201006;2019;7225.14
2252;3937;120;76;111;205;1327;4661;1889;73;10;1122011201999;2019;11308.02
2249;3937;120;76;111;205;1140;2953;2051;73;10;1122011301999;2019;449.53
2253;3906;6;128;136;254;493;3259;2783;65;61;1345011101000;2019;601247.29
2246;3937;120;76;111;205;593;4494;2067;73;10;1122011401999;2019;734.57
2251;3873;6;207;394;553;491;3256;2781;25;60;1310011101001;2019;208606.62
2255;3913;6;207;394;553;491;3256;2042;25;60;1310011101002;2019;547.68
2251;3835;6;207;394;553;302;4195;554;25;60;1310011201002;2019;117.83
2257;3884;120;76;41;659;697;4991;3088;136;77;1122021103000;2019;7218793.15
2253;3884;120;76;41;659;320;4983;3057;136;77;1122021201000;2019;11.11
2257;3884;120;76;41;659;321;4990;3090;136;77;1122021403000;2019;79501.53
2246;3865;137;22;26;431;322;2976;1704;79;50;1210991102001;2019;19102894.85
2253;3865;137;22;26;431;322;2976;2076;79;50;1210991102002;2019;19250223.05
2256;3865;137;22;26;431;322;2976;2428;25;60;1210991102003;2019;3018384.21
2251;3865;137;22;26;431;322;2976;2428;25;60;1210991102003;2019;3032488.60
2250;3865;137;22;26;431;322;2976;2428;25;60;1210991102003;2019;3070018.99
2252;3884;6;207;90;559;862;3874;1330;25;60;1310021101001;2019;29755.25
2254;3898;6;207;90;559;862;3874;1330;25;60;1310021101001;2019;139082.98
2254;3884;6;207;90;559;862;3874;1330;25;60;1310021101001;2019;30475.74
2246;3865;6;207;90;559;862;3874;2407;25;60;1310021101999;2019;148683.98
2257;3865;137;22;26;431;322;2976;214;79;50;1210991102006;2019;7583670.00
2247;3865;137;22;26;431;322;2976;214;79;50;1210991102006;2019;3097506.28
2257;3865;137;22;26;431;322;2976;2818;25;60;1210991102008;2019;18093.57
2253;3865;137;22;26;431;322;2976;2436;25;60;1210991102009;2019;39670.70
2256;3865;137;22;26;431;322;2976;2436;25;60;1210991102009;2019;40416.23
2253;3917;137;22;26;431;322;4815;2821;25;60;1210991105003;2019;175705.59
2251;3939;6;128;92;159;1242;2981;1713;12;59;1349011103000;2019;168766.13
2247;3872;6;128;92;159;1242;4809;208;65;61;1349011199000;2019;183805.14
2257;3904;6;191;91;60;1440;4806;1705;356;93;1321001101000;2019;23377.85
2256;3914;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;1592.85
2252;3918;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;184.04
2254;3920;6;191;91;60;1440;4806;1705;87;36;1321001101000;2019;40692.20
2254;3937;6;191;91;60;1440;4806;1705;31;25;1321001101000;2019;1024124.54
2254;3920;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;27981.35
2254;3856;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;91276.64
2256;3845;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;0.00
2256;3883;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;3207949.12
2253;3920;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;16010.41
2255;3918;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;0.00
2251;3872;6;191;91;60;1440;4806;1705;98;74;1321001101000;2019;111.30
2251;3913;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;7177.99
2255;3899;6;191;91;60;1440;4806;1705;87;36;1321001101000;2019;684620.61
2255;3941;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;14462.65
2255;3856;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;96087.11
2255;3845;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;12211.93
2255;3868;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;-832.69
2253;3881;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;1628730.70
2251;3929;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;443436.25
2251;3890;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;293229.68
2252;3902;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;26805.74
2252;3899;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;162.23
2251;3844;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;167520.49
2253;3838;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;26432.09
2253;3897;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;65598.75
2250;3890;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;343817.69
2250;3937;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;5.21
2250;3856;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;124901.16
2254;3884;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;6186653.22
2249;3896;6;191;91;60;1440;4806;1705;87;36;1321001101000;2019;73146.00
2249;3937;6;191;91;60;1440;4806;1705;31;25;1321001101000;2019;1153605.34
2249;3835;6;191;91;60;1440;4806;1705;22;24;1321001101000;2019;19947.92
2248;3869;6;191;91;60;1440;4806;1705;96;70;1321001101000;2019;111600.49
2250;3937;6;191;91;60;1440;4806;1705;7;57;1321001101000;2019;0.00
2246;3867;6;191;91;60;1440;4806;1705;25;60;1321001101000;2019;159822.40
2252;3881;6;192;401;775;1450;4239;610;25;60;1360011101000;2019;51744.00
2246;3873;6;191;303;664;514;3287;2823;25;60;1329001102000;2019;0.00
2256;3861;137;22;186;537;808;2871;85;91;43;1210042104000;2019;18402863.53
2246;3861;137;22;186;537;808;4421;2677;91;43;1210042106000;2019;8724049.52
2257;3861;137;22;186;537;808;4701;1955;91;43;1210042107000;2019;1881022.51
2250;3875;7;8;291;430;435;2571;1215;25;60;1400001101000;2019;221.50
2252;3912;6;190;304;569;331;2997;227;25;60;1331011101002;2019;564413.15
2255;3927;8;11;28;31;1191;4707;1225;25;60;1500001101004;2019;134145.60
2251;3873;137;22;186;635;60;4121;484;79;50;1210043101000;2019;3762.48
2256;3861;137;22;186;635;60;4123;2702;91;43;1210043104000;2019;5722498.88
2256;3859;120;44;64;209;212;2530;1542;4;23;1118012103000;2019;0.00
2255;3937;120;44;64;209;212;2530;1542;4;23;1118012103000;2019;7553522.16
2246;3859;120;44;64;209;212;2530;1542;4;23;1118012103000;2019;0.00
2249;3937;120;44;64;5;1339;4054;404;4;23;1118013203000;2019;377225.31
2249;3859;120;44;169;113;215;2830;1547;54;20;1118021102000;2019;0.00
2252;3859;120;44;169;113;215;2831;1547;4;23;1118021103000;2019;0.00
2255;3859;120;44;169;113;216;2830;1547;54;20;1118021202000;2019;0.00
2257;3937;120;44;169;113;216;2830;1547;54;20;1118021202000;2019;9698363.97
2249;3937;120;44;64;209;400;2826;769;4;23;1118012203000;2019;4592013.46
2249;3859;120;44;64;209;400;2826;769;4;23;1118012203000;2019;0.00
2249;3937;120;44;64;209;213;4372;2631;73;10;1118012301000;2019;5011812.59
2252;3937;120;44;64;209;213;3126;2261;4;23;1118012303000;2019;1412105.88
2250;3937;120;44;265;117;619;3463;1909;73;10;1113031101000;2019;313163958.37
2248;3937;120;44;265;117;619;3463;1909;73;10;1113031101000;2019;332414195.36
2248;3937;120;76;266;506;790;2834;1901;76;27;1121011101001;2019;70033773.28
2254;3937;120;76;266;506;598;3727;2243;76;27;1121011401003;2019;1090.35
2257;3937;120;76;266;506;598;3727;1880;72;53;1121011401005;2019;58317.24
2253;3937;120;76;266;506;598;3727;1880;72;53;1121011401005;2019;95692.38
2257;3872;120;76;377;308;10;3732;12;320;26;1121041101000;2019;6286157.21
2255;3937;120;76;377;308;10;3732;12;321;94;1121041101000;2019;165.29
2248;3872;120;76;377;308;10;3732;12;320;26;1121041101000;2019;6967672.57
2250;3871;120;76;377;308;10;4044;395;85;52;1121041103000;2019;3052266.07
