id_tempo,mes,ano,anomes_formatado
889,10,1975,10/1975
890,11,1975,11/1975
891,12,1975,12/1975
892,0,1976,00/1976
893,14,1976,14/1976
894,13,1976,13/1976
895,1,1976,01/1976
896,2,1976,02/1976
897,3,1976,03/1976
898,4,1976,04/1976
899,5,1976,05/1976
900,6,1976,06/1976
901,7,1976,07/1976
902,8,1976,08/1976
903,9,1976,09/1976
904,10,1976,10/1976
905,11,1976,11/1976
906,12,1976,12/1976
907,0,1977,00/1977
908,14,1977,14/1977
909,13,1977,13/1977
910,1,1977,01/1977
911,2,1977,02/1977
912,3,1977,03/1977
913,4,1977,04/1977
914,5,1977,05/1977
915,3,1960,03/1960
916,4,1960,04/1960
917,5,1960,05/1960
918,6,1960,06/1960
919,7,1960,07/1960
920,8,1960,08/1960
921,9,1960,09/1960
922,10,1960,10/1960
923,11,1960,11/1960
924,12,1960,12/1960
925,0,1961,00/1961
926,14,1961,14/1961
927,13,1961,13/1961
928,1,1961,01/1961
929,2,1961,02/1961
930,3,1961,03/1961
931,4,1961,04/1961
932,5,1961,05/1961
933,6,1961,06/1961
934,7,1961,07/1961
935,8,1961,08/1961
936,9,1961,09/1961
937,10,1961,10/1961
938,11,1961,11/1961
939,12,1961,12/1961
940,0,1962,00/1962
941,14,1962,14/1962
942,13,1962,13/1962
943,1,1962,01/1962
944,2,1962,02/1962
945,3,1962,03/1962
946,4,1962,04/1962
947,5,1962,05/1962
948,6,1962,06/1962
949,7,1962,07/1962
950,8,1962,08/1962
951,9,1962,09/1962
952,10,1962,10/1962
953,11,1962,11/1962
954,12,1962,12/1962
955,0,1963,00/1963
956,14,1963,14/1963
957,13,1963,13/1963
958,1,1963,01/1963
959,2,1963,02/1963
960,3,1963,03/1963
961,4,1963,04/1963
962,5,1963,05/1963
963,6,1963,06/1963
964,7,1963,07/1963
965,8,1963,08/1963
966,9,1963,09/1963
967,10,1963,10/1963
968,11,1963,11/1963
969,12,1963,12/1963
970,0,1964,00/1964
971,14,1964,14/1964
972,13,1964,13/1964
973,1,1964,01/1964
974,6,2020,06/2020
975,7,2020,07/2020
976,8,2020,08/2020
977,9,2020,09/2020
978,10,2020,10/2020
979,11,2020,11/2020
980,12,2020,12/2020
981,0,2021,00/2021
982,14,2021,14/2021
983,13,2021,13/2021
984,1,2021,01/2021
985,2,2021,02/2021
986,3,2021,03/2021
987,4,2021,04/2021
988,5,2021,05/2021
989,6,2021,06/2021
990,7,2021,07/2021
991,8,2021,08/2021
992,9,2021,09/2021
993,10,2021,10/2021
994,11,2021,11/2021
995,12,2021,12/2021
996,0,2022,00/2022
997,14,2022,14/2022
998,13,2022,13/2022
999,1,2022,01/2022
1000,2,2022,02/2022
1001,3,2022,03/2022
1002,4,2022,04/2022
1003,5,2022,05/2022
1004,6,2022,06/2022
1005,7,2022,07/2022
1006,8,2022,08/2022
1007,9,2022,09/2022
1008,10,2022,10/2022
1260,4,1957,04/1957
1261,5,1957,05/1957
1262,6,1957,06/1957
1263,7,1957,07/1957
1264,8,1957,08/1957
1265,9,1957,09/1957
1266,10,1957,10/1957
1267,11,1957,11/1957
1268,12,1957,12/1957
1269,0,1958,00/1958
1270,14,1958,14/1958
1271,13,1958,13/1958
1272,1,1958,01/1958
1273,2,1958,02/1958
1274,3,1958,03/1958
1275,4,1958,04/1958
1276,5,1958,05/1958
1277,6,1958,06/1958
1278,7,1958,07/1958
1279,8,1958,08/1958
1280,9,1958,09/1958
1281,10,1958,10/1958
1282,11,1958,11/1958
1283,12,1958,12/1958
1284,0,1959,00/1959
1285,14,1959,14/1959
1286,13,1959,13/1959
1287,1,1959,01/1959
1288,2,1959,02/1959
1289,3,1959,03/1959
1290,4,1959,04/1959
1291,5,1959,05/1959
1292,6,1959,06/1959
1293,7,1959,07/1959
1294,8,1959,08/1959
1295,9,1959,09/1959
1296,10,1959,10/1959
1297,11,1959,11/1959
1298,12,1959,12/1959
1299,0,1960,00/1960
1300,14,1960,14/1960
1301,13,1960,13/1960
1302,1,1960,01/1960
1303,2,1960,02/1960
1304,12,1968,12/1968
1305,0,1969,00/1969
1306,14,1969,14/1969
1307,13,1969,13/1969
1308,1,1969,01/1969
1309,2,1969,02/1969
1310,3,1969,03/1969
1311,4,1969,04/1969
1312,5,1969,05/1969
1313,6,1969,06/1969
1314,7,1969,07/1969
1315,8,1969,08/1969
1316,9,1969,09/1969
1317,10,1969,10/1969
1318,11,1969,11/1969
1319,12,1969,12/1969
1320,0,1970,00/1970
1321,14,1970,14/1970
1322,13,1970,13/1970
1323,1,1970,01/1970
1324,2,1970,02/1970
1325,3,1970,03/1970
1326,4,1970,04/1970
1327,5,1970,05/1970
1328,6,1970,06/1970
1329,7,1970,07/1970
1330,8,1970,08/1970
1331,9,1970,09/1970
1332,10,1970,10/1970
1333,11,1970,11/1970
1334,12,1970,12/1970
1335,0,1971,00/1971
1336,14,1971,14/1971
1337,13,1971,13/1971
1338,1,1971,01/1971
1339,2,1971,02/1971
1340,3,1971,03/1971
1341,4,1971,04/1971
1342,5,1971,05/1971
1343,6,1971,06/1971
1344,7,1971,07/1971
1345,8,1971,08/1971
1346,9,1971,09/1971
1347,10,1971,10/1971
1348,11,1971,11/1971
1349,12,1971,12/1971
1350,0,1972,00/1972
1351,14,1972,14/1972
1352,13,1972,13/1972
1353,1,1972,01/1972
1354,2,1972,02/1972
1355,3,1972,03/1972
1356,4,1972,04/1972
1357,5,1972,05/1972
1358,6,1972,06/1972
1359,7,1972,07/1972
1360,8,1972,08/1972
1361,9,1972,09/1972
1362,10,1972,10/1972
1363,13,1900,13/1900
1364,1,1900,01/1900
1365,2,1900,02/1900
1366,3,1900,03/1900
1367,4,1900,04/1900
1368,5,1900,05/1900
1369,6,1900,06/1900
1370,7,1900,07/1900
1371,8,1900,08/1900
1372,9,1900,09/1900
1373,10,1900,10/1900
1374,11,1900,11/1900
1375,12,1900,12/1900
1376,0,1901,00/1901
1377,14,1901,14/1901
1378,13,1901,13/1901
1379,1,1901,01/1901
1380,2,1901,02/1901
1381,3,1901,03/1901
1382,4,1901,04/1901
1383,5,1901,05/1901
1384,6,1901,06/1901
1385,7,1901,07/1901
1386,8,1901,08/1901
1387,9,1901,09/1901
1388,10,1901,10/1901
1389,11,1901,11/1901
1390,12,1901,12/1901
1391,0,1902,00/1902
1392,14,1902,14/1902
1393,13,1902,13/1902
1394,1,1902,01/1902
1395,2,1902,02/1902
1396,3,1902,03/1902
1397,4,1902,04/1902
1398,5,1902,05/1902
1399,6,1902,06/1902
1400,7,1902,07/1902
1401,8,1902,08/1902
1402,9,1902,09/1902
1403,10,1902,10/1902
1404,11,1902,11/1902
1405,12,1902,12/1902
1406,0,1903,00/1903
1407,14,1903,14/1903
1408,13,1903,13/1903
1409,1,1903,01/1903
1410,2,1903,02/1903
1411,3,1903,03/1903
1412,4,1903,04/1903
1413,5,1903,05/1903
1414,6,1903,06/1903
1415,7,1903,07/1903
1416,8,1903,08/1903
1417,9,1903,09/1903
1418,10,1903,10/1903
1419,11,1903,11/1903
1420,12,1903,12/1903
1421,0,1904,00/1904
1422,14,1904,14/1904
1423,13,1904,13/1904
1424,1,1904,01/1904
1425,2,1904,02/1904
1426,3,1904,03/1904
1427,4,1904,04/1904
1428,5,1904,05/1904
1429,6,1904,06/1904
1430,7,1904,07/1904
1431,8,1904,08/1904
1432,9,1904,09/1904
1433,10,1904,10/1904
1434,11,1904,11/1904
1435,12,1904,12/1904
1436,0,1905,00/1905
1437,14,1905,14/1905
1438,13,1905,13/1905
1439,1,1905,01/1905
1440,2,1905,02/1905
1441,3,1905,03/1905
1442,4,1905,04/1905
1443,5,1905,05/1905
1444,6,1905,06/1905
1445,7,1905,07/1905
1446,8,1905,08/1905
1447,9,1905,09/1905
1448,10,1905,10/1905
1449,11,1905,11/1905
1450,12,1905,12/1905
1451,0,1906,00/1906
1452,14,1906,14/1906
1453,13,1906,13/1906
1454,1,1906,01/1906
1455,2,1906,02/1906
1456,3,1906,03/1906
1457,4,1906,04/1906
1458,5,1906,05/1906
1459,6,1906,06/1906
1460,7,1906,07/1906
1461,8,1906,08/1906
1462,9,1906,09/1906
1463,10,1906,10/1906
1464,11,1906,11/1906
1465,12,1906,12/1906
1466,0,1907,00/1907
1467,14,1907,14/1907
1468,13,1907,13/1907
1469,1,1907,01/1907
1470,2,1907,02/1907
1471,3,1907,03/1907
1472,4,1907,04/1907
1473,5,1907,05/1907
1474,6,1907,06/1907
1475,7,1907,07/1907
1476,8,1907,08/1907
1477,9,1907,09/1907
1478,10,1907,10/1907
1479,11,1907,11/1907
1480,12,1907,12/1907
1481,0,1908,00/1908
1482,14,1908,14/1908
1483,13,1908,13/1908
1484,1,1908,01/1908
1485,2,1908,02/1908
1486,3,1908,03/1908
1487,4,1908,04/1908
1488,5,1908,05/1908
1489,6,1908,06/1908
1490,7,1908,07/1908
1491,14,1947,14/1947
1492,13,1947,13/1947
1493,1,1947,01/1947
1494,2,1947,02/1947
1495,3,1947,03/1947
1496,4,1947,04/1947
1497,5,1947,05/1947
1498,6,1947,06/1947
1499,7,1947,07/1947
1500,8,1947,08/1947
1501,9,1947,09/1947
1502,10,1947,10/1947
1503,11,1947,11/1947
1504,12,1947,12/1947
1505,0,1948,00/1948
1506,14,1948,14/1948
1507,13,1948,13/1948
1508,1,1948,01/1948
1509,2,1948,02/1948
1510,3,1948,03/1948
1511,4,1948,04/1948
1512,5,1948,05/1948
1513,6,1948,06/1948
1514,7,1948,07/1948
1515,8,1948,08/1948
1516,9,1948,09/1948
1517,10,1948,10/1948
1518,11,1948,11/1948
1519,12,1948,12/1948
1520,0,1949,00/1949
1521,14,1949,14/1949
1522,13,1949,13/1949
1523,1,1949,01/1949
1524,2,1949,02/1949
1525,3,1949,03/1949
1526,4,1949,04/1949
1527,5,1949,05/1949
1528,6,1949,06/1949
1529,7,1949,07/1949
1530,8,1949,08/1949
1531,9,1949,09/1949
1532,10,1949,10/1949
1533,11,1949,11/1949
1534,12,1949,12/1949
1535,0,1950,00/1950
1536,14,1950,14/1950
1537,13,1950,13/1950
1538,1,1950,01/1950
1539,2,1950,02/1950
1540,3,1950,03/1950
1541,4,1950,04/1950
1542,5,1950,05/1950
1543,6,1950,06/1950
1544,7,1950,07/1950
1545,8,1950,08/1950
1546,9,1950,09/1950
1547,10,1950,10/1950
1548,11,1950,11/1950
1549,12,1950,12/1950
1550,0,1951,00/1951
1551,14,1951,14/1951
1552,13,1951,13/1951
1553,1,1951,01/1951
1554,2,1951,02/1951
1555,3,1951,03/1951
1556,4,1951,04/1951
1557,5,1951,05/1951
1558,6,1951,06/1951
1559,7,1951,07/1951
1560,8,1951,08/1951
1561,9,1951,09/1951
1562,0,1952,00/1952
1563,10,1951,10/1951
1564,11,1951,11/1951
1565,12,1951,12/1951
1566,14,1952,14/1952
1567,13,1952,13/1952
1568,1,1952,01/1952
1569,2,1952,02/1952
1570,3,1952,03/1952
1571,4,1952,04/1952
1572,5,1952,05/1952
1573,6,1952,06/1952
1574,7,1952,07/1952
1575,8,1952,08/1952
1576,9,1952,09/1952
1577,10,1952,10/1952
1578,11,1952,11/1952
1579,12,1952,12/1952
1580,0,1953,00/1953
1581,14,1953,14/1953
1582,13,1953,13/1953
1583,1,1953,01/1953
1584,2,1953,02/1953
1585,3,1953,03/1953
1586,4,1953,04/1953
1587,5,1953,05/1953
1588,6,1953,06/1953
1589,7,1953,07/1953
1590,8,1953,08/1953
1591,9,1953,09/1953
1592,10,1953,10/1953
1593,11,1953,11/1953
1594,12,1953,12/1953
1595,0,1954,00/1954
1596,14,1954,14/1954
1597,13,1954,13/1954
1598,1,1954,01/1954
1599,2,1954,02/1954
1600,3,1954,03/1954
1601,4,1954,04/1954
1602,5,1954,05/1954
1603,6,1954,06/1954
1604,7,1954,07/1954
1605,8,1954,08/1954
1606,9,1954,09/1954
1607,10,1954,10/1954
1608,11,1954,11/1954
1609,12,1954,12/1954
1610,0,1955,00/1955
1611,14,1955,14/1955
1612,13,1955,13/1955
1613,1,1955,01/1955
1614,2,1955,02/1955
1615,3,1955,03/1955
1616,4,1955,04/1955
1617,5,1955,05/1955
1618,6,1955,06/1955
1619,7,1955,07/1955
1620,3,2003,03/2003
1621,4,2003,04/2003
1622,5,2003,05/2003
1623,6,2003,06/2003
1624,7,2003,07/2003
1625,8,2003,08/2003
1626,9,2003,09/2003
1627,10,2003,10/2003
1628,11,2003,11/2003
1629,12,2003,12/2003
1630,0,2004,00/2004
1631,14,2004,14/2004
1632,13,2004,13/2004
1633,1,2004,01/2004
1634,2,2004,02/2004
1635,3,2004,03/2004
1636,4,2004,04/2004
1637,5,2004,05/2004
1638,6,2004,06/2004
1639,7,2004,07/2004
1640,8,2004,08/2004
1641,9,2004,09/2004
1642,10,2004,10/2004
1643,11,2004,11/2004
1644,12,2004,12/2004
1645,0,2005,00/2005
1646,14,2005,14/2005
1647,13,2005,13/2005
1648,1,2005,01/2005
1649,2,2005,02/2005
1650,3,2005,03/2005
1651,4,2005,04/2005
1652,5,2005,05/2005
1653,6,2005,06/2005
1654,7,2005,07/2005
1655,8,2005,08/2005
1656,9,2005,09/2005
1657,10,2005,10/2005
1658,11,2005,11/2005
1659,12,2005,12/2005
1660,0,2006,00/2006
1661,14,2006,14/2006
1662,13,2006,13/2006
1663,1,2006,01/2006
1664,2,2006,02/2006
1665,3,2006,03/2006
1666,4,2006,04/2006
1667,5,2006,05/2006
1668,6,2006,06/2006
1669,7,2006,07/2006
1670,8,2006,08/2006
1671,9,2006,09/2006
1672,10,2006,10/2006
1673,11,2006,11/2006
1674,12,2006,12/2006
1675,0,2007,00/2007
1676,14,2007,14/2007
1677,13,2007,13/2007
1678,1,2007,01/2007
1679,2,2007,02/2007
1680,3,2007,03/2007
1681,4,2007,04/2007
1682,5,2007,05/2007
1683,6,2007,06/2007
1684,7,2007,07/2007
1685,8,2007,08/2007
1686,9,2007,09/2007
1687,10,2007,10/2007
1688,11,2007,11/2007
1689,12,2007,12/2007
1690,0,2008,00/2008
1691,14,2008,14/2008
1692,13,2008,13/2008
1693,1,2008,01/2008
1694,2,2008,02/2008
1695,3,2008,03/2008
1696,4,2008,04/2008
1697,5,2008,05/2008
1698,6,2008,06/2008
1699,7,2008,07/2008
1700,8,2008,08/2008
1701,9,2008,09/2008
1702,10,2008,10/2008
1703,11,2008,11/2008
1704,12,2008,12/2008
1705,0,2009,00/2009
1706,14,2009,14/2009
1707,13,2009,13/2009
1708,1,2009,01/2009
1709,2,2009,02/2009
1710,3,2009,03/2009
1711,4,2009,04/2009
1712,5,2009,05/2009
1713,6,2009,06/2009
1714,7,2009,07/2009
1715,8,2009,08/2009
1716,9,2009,09/2009
1717,10,2009,10/2009
1718,11,2009,11/2009
1719,12,2009,12/2009
1720,0,2010,00/2010
1721,14,2010,14/2010
1722,13,2010,13/2010
1723,1,2010,01/2010
1724,2,2010,02/2010
1725,3,2010,03/2010
1726,4,2010,04/2010
1727,5,2010,05/2010
1728,6,2010,06/2010
1729,7,2010,07/2010
1730,8,2010,08/2010
1731,9,2010,09/2010
1732,10,2010,10/2010
1733,11,2010,11/2010
1734,12,2010,12/2010
1735,0,2011,00/2011
1736,14,2011,14/2011
1737,13,2011,13/2011
1738,1,2011,01/2011
1739,2,2011,02/2011
1740,3,2011,03/2011
1741,4,2011,04/2011
1742,5,2011,05/2011
1743,6,2011,06/2011
1744,7,2011,07/2011
1745,8,2011,08/2011
1746,9,2011,09/2011
1747,10,2011,10/2011
1748,11,2011,11/2011
1749,4,1938,04/1938
1750,5,1938,05/1938
1751,6,1938,06/1938
1752,7,1938,07/1938
1753,8,1938,08/1938
1754,9,1938,09/1938
1755,10,1938,10/1938
1756,11,1938,11/1938
1757,12,1938,12/1938
1758,0,1939,00/1939
1759,14,1939,14/1939
1760,13,1939,13/1939
1761,1,1939,01/1939
1762,2,1939,02/1939
1763,3,1939,03/1939
1764,4,1939,04/1939
1765,5,1939,05/1939
1766,6,1939,06/1939
1767,7,1939,07/1939
1768,8,1939,08/1939
1769,9,1939,09/1939
1770,10,1939,10/1939
1771,11,1939,11/1939
1772,12,1939,12/1939
1773,0,1940,00/1940
1774,14,1940,14/1940
1775,13,1940,13/1940
1776,1,1940,01/1940
1777,2,1940,02/1940
1778,3,1940,03/1940
1779,4,1940,04/1940
1780,5,1940,05/1940
1781,6,1940,06/1940
1782,7,1940,07/1940
1783,8,1940,08/1940
1784,9,1940,09/1940
1785,10,1940,10/1940
1786,11,1940,11/1940
1787,12,1940,12/1940
1788,0,1941,00/1941
1789,14,1941,14/1941
1790,13,1941,13/1941
1791,1,1941,01/1941
1792,2,1941,02/1941
1793,3,1941,03/1941
1794,4,1941,04/1941
1795,5,1941,05/1941
1796,6,1941,06/1941
1797,7,1941,07/1941
1798,8,1941,08/1941
1799,9,1941,09/1941
1800,10,1941,10/1941
1801,11,1941,11/1941
1802,12,1941,12/1941
1803,0,1942,00/1942
1804,14,1942,14/1942
1805,13,1942,13/1942
1806,1,1942,01/1942
1807,2,1942,02/1942
1808,3,1942,03/1942
1809,4,1942,04/1942
1810,5,1942,05/1942
1811,6,1942,06/1942
1812,7,1942,07/1942
1813,8,1942,08/1942
1814,9,1942,09/1942
1815,10,1942,10/1942
1816,11,1942,11/1942
1817,12,1942,12/1942
1818,0,1943,00/1943
1819,14,1943,14/1943
1820,11,1925,11/1925
1821,12,1925,12/1925
1822,0,1926,00/1926
1823,14,1926,14/1926
1824,13,1926,13/1926
1825,1,1926,01/1926
1826,2,1926,02/1926
1827,3,1926,03/1926
1828,4,1926,04/1926
1829,5,1926,05/1926
1830,6,1926,06/1926
1831,7,1926,07/1926
1832,8,1926,08/1926
1833,9,1926,09/1926
1834,10,1926,10/1926
1835,11,1926,11/1926
1836,12,1926,12/1926
1837,0,1927,00/1927
1838,14,1927,14/1927
1839,13,1927,13/1927
1840,1,1927,01/1927
1841,2,1927,02/1927
1842,3,1927,03/1927
1843,4,1927,04/1927
1844,5,1927,05/1927
1845,6,1927,06/1927
1846,7,1927,07/1927
1847,8,1927,08/1927
1848,9,1927,09/1927
1849,10,1927,10/1927
1850,11,1927,11/1927
1851,12,1927,12/1927
1852,0,1928,00/1928
1853,14,1928,14/1928
1854,13,1928,13/1928
1855,1,1928,01/1928
1856,2,1928,02/1928
1857,3,1928,03/1928
1858,4,1928,04/1928
1859,5,1928,05/1928
1860,6,1928,06/1928
1861,7,1928,07/1928
1862,8,1928,08/1928
1863,9,1928,09/1928
1864,10,1928,10/1928
1865,11,1928,11/1928
1866,12,1928,12/1928
1867,0,1929,00/1929
1868,14,1929,14/1929
1869,13,1929,13/1929
1870,1,1929,01/1929
1871,2,1929,02/1929
1872,3,1929,03/1929
1873,4,1929,04/1929
1874,5,1929,05/1929
1875,6,1929,06/1929
1876,7,1929,07/1929
1877,8,1929,08/1929
1878,9,1929,09/1929
1879,9,1994,09/1994
1880,10,1994,10/1994
1881,11,1994,11/1994
1882,12,1994,12/1994
1883,0,1995,00/1995
1884,14,1995,14/1995
1885,13,1995,13/1995
1886,1,1995,01/1995
1887,2,1995,02/1995
1888,3,1995,03/1995
1889,4,1995,04/1995
1890,5,1995,05/1995
1891,6,1995,06/1995
1892,7,1995,07/1995
1893,8,1995,08/1995
1894,9,1995,09/1995
1895,10,1995,10/1995
1896,11,1995,11/1995
1897,12,1995,12/1995
1898,0,1996,00/1996
1899,14,1996,14/1996
1900,13,1996,13/1996
1901,1,1996,01/1996
1902,2,1996,02/1996
1903,3,1996,03/1996
1904,4,1996,04/1996
1905,5,1996,05/1996
1906,6,1996,06/1996
1907,7,1996,07/1996
1908,8,1996,08/1996
1909,9,1996,09/1996
1910,10,1996,10/1996
1911,11,1996,11/1996
1912,12,1996,12/1996
1913,0,1997,00/1997
1914,14,1997,14/1997
1915,13,1997,13/1997
1916,1,1997,01/1997
1917,2,1997,02/1997
1918,3,1997,03/1997
1919,4,1997,04/1997
1920,5,1997,05/1997
1921,6,1997,06/1997
1922,7,1997,07/1997
1923,8,1997,08/1997
1924,9,1997,09/1997
1925,10,1997,10/1997
1926,11,1997,11/1997
1927,12,1997,12/1997
1928,0,1998,00/1998
1929,14,1998,14/1998
1930,13,1998,13/1998
1931,1,1998,01/1998
1932,2,1998,02/1998
1933,3,1998,03/1998
1934,4,1998,04/1998
1935,5,1998,05/1998
1936,6,1998,06/1998
1937,7,1998,07/1998
1938,8,1998,08/1998
1939,9,1998,09/1998
1940,10,1998,10/1998
1941,11,1998,11/1998
1942,12,1998,12/1998
1943,0,1999,00/1999
1944,14,1999,14/1999
1945,13,1999,13/1999
1946,1,1999,01/1999
1947,2,1999,02/1999
1948,3,1999,03/1999
1949,4,1999,04/1999
1950,5,1999,05/1999
1951,6,1999,06/1999
1952,7,1999,07/1999
1953,8,1999,08/1999
1954,9,1999,09/1999
1955,10,1999,10/1999
1956,11,1999,11/1999
1957,12,1999,12/1999
1958,0,2000,00/2000
1959,14,2000,14/2000
1960,13,2000,13/2000
1961,1,2000,01/2000
1962,2,2000,02/2000
1963,3,2000,03/2000
1964,4,2000,04/2000
1965,5,2000,05/2000
1966,6,2000,06/2000
1967,7,2000,07/2000
1968,8,2000,08/2000
1969,9,2000,09/2000
1970,10,2000,10/2000
1971,11,2000,11/2000
1972,12,2000,12/2000
1973,0,2001,00/2001
1974,14,2001,14/2001
1975,13,2001,13/2001
1976,1,2001,01/2001
1977,2,2001,02/2001
1978,3,2001,03/2001
1979,4,2001,04/2001
1980,5,2001,05/2001
1981,6,2001,06/2001
1982,7,2001,07/2001
1983,8,2001,08/2001
1984,9,2001,09/2001
1985,10,2001,10/2001
1986,11,2001,11/2001
1987,12,2001,12/2001
1988,0,2002,00/2002
1989,14,2002,14/2002
1990,13,2002,13/2002
1991,1,2002,01/2002
1992,2,2002,02/2002
1993,3,2002,03/2002
1994,4,2002,04/2002
1995,5,2002,05/2002
1996,6,2002,06/2002
1997,7,2002,07/2002
1998,8,2002,08/2002
1999,9,2002,09/2002
2000,10,2002,10/2002
2001,11,2002,11/2002
2002,12,2002,12/2002
2003,0,2003,00/2003
2004,14,2003,14/2003
2005,13,2003,13/2003
2006,1,2003,01/2003
2007,2,2003,02/2003
2008,10,1929,10/1929
2009,11,1929,11/1929
2010,12,1929,12/1929
2011,0,1930,00/1930
2012,14,1930,14/1930
2013,13,1930,13/1930
2014,1,1930,01/1930
2015,2,1930,02/1930
2016,3,1930,03/1930
2017,4,1930,04/1930
2018,5,1930,05/1930
2019,6,1930,06/1930
2020,7,1930,07/1930
2021,8,1930,08/1930
2022,9,1930,09/1930
2023,10,1930,10/1930
2024,11,1930,11/1930
2025,12,1930,12/1930
2026,0,1931,00/1931
2027,14,1931,14/1931
2028,13,1931,13/1931
2029,1,1931,01/1931
2030,2,1931,02/1931
2031,3,1931,03/1931
2032,4,1931,04/1931
2033,5,1931,05/1931
2034,6,1931,06/1931
2035,7,1931,07/1931
2036,8,1931,08/1931
2037,9,1931,09/1931
2038,10,1931,10/1931
2039,11,1931,11/1931
2040,12,1931,12/1931
2041,0,1932,00/1932
2042,14,1932,14/1932
2043,13,1932,13/1932
2044,1,1932,01/1932
2045,2,1932,02/1932
2046,3,1932,03/1932
2047,4,1932,04/1932
2048,5,1932,05/1932
2049,6,1932,06/1932
2050,7,1932,07/1932
2051,8,1932,08/1932
2052,9,1932,09/1932
2053,10,1932,10/1932
2054,11,1932,11/1932
2055,12,1932,12/1932
2056,0,1933,00/1933
2057,14,1933,14/1933
2058,13,1933,13/1933
2059,1,1933,01/1933
2060,2,1933,02/1933
2061,3,1933,03/1933
2062,4,1933,04/1933
2063,5,1933,05/1933
2064,6,1933,06/1933
2065,7,1933,07/1933
2066,8,1933,08/1933
2067,9,1933,09/1933
2068,10,1933,10/1933
2069,11,1933,11/1933
2070,12,1933,12/1933
2071,0,1934,00/1934
2072,14,1934,14/1934
2073,13,1934,13/1934
2074,1,1934,01/1934
2075,2,1934,02/1934
2076,3,1934,03/1934
2077,4,1934,04/1934
2078,13,1943,13/1943
2079,1,1943,01/1943
2080,2,1943,02/1943
2081,3,1943,03/1943
2082,4,1943,04/1943
2083,5,1943,05/1943
2084,6,1943,06/1943
2085,7,1943,07/1943
2086,8,1943,08/1943
2087,9,1943,09/1943
2088,10,1943,10/1943
2089,11,1943,11/1943
2090,12,1943,12/1943
2091,0,1944,00/1944
2092,14,1944,14/1944
2093,13,1944,13/1944
2094,1,1944,01/1944
2095,2,1944,02/1944
2096,3,1944,03/1944
2097,4,1944,04/1944
2098,5,1944,05/1944
2099,6,1944,06/1944
2100,7,1944,07/1944
2101,8,1944,08/1944
2102,9,1944,09/1944
2103,10,1944,10/1944
2104,11,1944,11/1944
2105,12,1944,12/1944
2106,0,1945,00/1945
2107,14,1945,14/1945
2108,13,1945,13/1945
2109,1,1945,01/1945
2110,2,1945,02/1945
2111,3,1945,03/1945
2112,4,1945,04/1945
2113,5,1945,05/1945
2114,6,1945,06/1945
2115,7,1945,07/1945
2116,8,1945,08/1945
2117,9,1945,09/1945
2118,10,1945,10/1945
2119,11,1945,11/1945
2120,12,1945,12/1945
2121,0,1946,00/1946
2122,14,1946,14/1946
2123,13,1946,13/1946
2124,1,1946,01/1946
2125,2,1946,02/1946
2126,3,1946,03/1946
2127,4,1946,04/1946
2128,5,1946,05/1946
2129,6,1946,06/1946
2130,7,1946,07/1946
2131,8,1946,08/1946
2132,9,1946,09/1946
2133,10,1946,10/1946
2134,11,1946,11/1946
2135,12,1946,12/1946
2136,0,1947,00/1947
2137,12,2011,12/2011
2138,0,2012,00/2012
2139,14,2012,14/2012
2140,13,2012,13/2012
2141,1,2012,01/2012
2142,0,2013,00/2013
2143,2,2012,02/2012
2144,3,2012,03/2012
2145,4,2012,04/2012
2146,5,2012,05/2012
2147,6,2012,06/2012
2148,7,2012,07/2012
2149,8,2012,08/2012
2150,9,2012,09/2012
2151,10,2012,10/2012
2152,11,2012,11/2012
2153,12,2012,12/2012
2154,14,2013,14/2013
2155,13,2013,13/2013
2156,1,2013,01/2013
2157,2,2013,02/2013
2158,3,2013,03/2013
2159,4,2013,04/2013
2160,5,2013,05/2013
2161,6,2013,06/2013
2162,7,2013,07/2013
2163,8,2013,08/2013
2164,9,2013,09/2013
2165,10,2013,10/2013
2166,11,2013,11/2013
2167,12,2013,12/2013
2168,0,2014,00/2014
2169,14,2014,14/2014
2170,13,2014,13/2014
2171,1,2014,01/2014
2172,2,2014,02/2014
2173,3,2014,03/2014
2174,4,2014,04/2014
2175,5,2014,05/2014
2176,6,2014,06/2014
2177,7,2014,07/2014
2178,8,2014,08/2014
2179,9,2014,09/2014
2180,10,2014,10/2014
2181,11,2014,11/2014
2182,12,2014,12/2014
2183,0,2015,00/2015
2184,14,2015,14/2015
2185,13,2015,13/2015
2186,1,2015,01/2015
2187,2,2015,02/2015
2188,3,2015,03/2015
2189,4,2015,04/2015
2190,5,2015,05/2015
2191,6,2015,06/2015
2192,7,2015,07/2015
2193,8,2015,08/2015
2194,9,2015,09/2015
2195,10,2015,10/2015
2196,11,2015,11/2015
2197,12,2015,12/2015
2198,0,2016,00/2016
2199,14,2016,14/2016
2200,13,2016,13/2016
2201,1,2016,01/2016
2202,2,2016,02/2016
2203,3,2016,03/2016
2204,4,2016,04/2016
2205,5,2016,05/2016
2206,6,2016,06/2016
2207,7,2016,07/2016
2208,8,2016,08/2016
2209,9,2016,09/2016
2210,10,2016,10/2016
2211,11,2016,11/2016
2212,12,2016,12/2016
2213,0,2017,00/2017
2214,14,2017,14/2017
2215,13,2017,13/2017
2216,1,2017,01/2017
2217,2,2017,02/2017
2218,3,2017,03/2017
2219,4,2017,04/2017
2220,5,2017,05/2017
2221,6,2017,06/2017
2222,7,2017,07/2017
