id_tempo;id_orgao;id_convenio;id_concedente;id_unidade_orc;id_situacao;ano_particao;vr_concedente_atual;vr_proponente_atual
38681;4;1051;992;2625;2;2009;720000.00;80000.00
38681;4;278;992;2625;2;2009;262511.08;29167.90
39131;4;290;992;2625;2;2009;150000.00;37500.00
38655;4;277;264;2625;2;2008;860000.00;215000.00
38654;14;209;261;3248;2;2008;1015124.20;20717.00
39141;14;250;261;3248;2;2009;300000.00;6150.00
38654;14;170;261;3248;2;2008;1960000.00;40000.00
38664;55;199;177;3250;2;2009;98200.00;24550.00
38657;15;1039;391;1996;2;2009;480000.00;120000.00
38662;15;284;391;1996;2;2009;780000.00;629712.30
38653;15;214;825;1996;2;2008;200000.00;50000.00
38648;15;251;825;1996;2;2008;1520376.60;380164.40
38657;1;1016;1143;1772;2;2009;149980.50;16664.50
38657;1;1053;1143;1772;2;2009;512224.00;56916.00
38647;1;205;1139;1772;2;2008;526070.47;133070.00
38654;1;1052;1139;1772;2;2008;974912.76;246848.10
38670;44;158;108;2837;2;2009;150000.00;75000.00
38671;44;174;108;2837;2;2009;120000.00;60000.00
38675;44;192;108;2837;2;2009;200000.00;100000.00
38670;44;193;108;2837;2;2009;333333.00;166667.00
38671;44;186;108;2837;2;2009;300000.00;150000.00
38671;44;188;108;2837;2;2009;2400000.00;1200000.00
38670;44;198;108;2837;2;2009;100000.00;50000.00
38670;44;217;108;2837;2;2009;100100.00;50050.00
38671;44;224;108;2837;2;2009;230000.00;115000.00
38675;44;243;840;2837;2;2009;97000.00;50000.00
39576;44;211;1139;2837;2;2009;210094769.37;62438941.71
37824;12;213;418;1795;2;2008;292500.00;180484.36
39632;9;87;584;3041;2;2009;11160.00;0.00
37741;9;1061;177;3041;2;2008;96100.01;113815.46
37796;34;63;109;1914;2;2008;7999420.00;5334752.00
38671;34;618;107;1914;2;2009;700000.00;700000.00
40081;34;446;107;1914;2;2010;750000.00;520000.00
40518;49;241;109;2313;2;2010;1000000.00;308000.00
41056;49;601;109;2313;2;2010;2000000.00;5319999.32
41003;49;152;679;2313;2;2010;799098.00;769720.00
40588;19;582;217;1912;2;2010;399474.00;399474.00
41002;19;282;850;1912;2;2010;6000000.00;4000000.00
41002;19;164;850;1912;2;2010;3000000.00;2000000.00
41002;19;514;850;1912;2;2010;6000000.00;4000000.00
40080;19;91;98;1912;2;2010;786200.00;586200.00
41056;10;275;1121;3158;2;2010;20000.00;0.00
40076;11;181;98;2310;2;2010;83619774.00;0.00
40065;40;179;470;3151;2;2010;873713.81;8825.39
40067;40;78;470;3151;2;2010;129688.42;1309.98
40065;40;96;470;3151;1;2010;87736681.97;886229.11
40067;40;101;470;3151;2;2010;222083.78;2243.27
40059;40;62;470;3151;2;2009;148199.04;1496.96
40067;40;501;470;3151;2;2010;399119.46;4031.51
40053;40;616;470;3151;2;2009;2354160.60;23779.40
38660;40;597;470;3151;2;2009;1663021.61;16798.19
40058;40;67;856;3151;2;2009;232722.06;25905.64
40095;40;228;852;3151;2;2010;7600.00;0.00
40988;40;65;103;3151;2;2010;529543.60;0.00
40126;40;636;103;3151;2;2010;871276.44;0.00
38657;50;163;108;2131;2;2009;320000.00;80000.00
38657;50;563;108;2131;2;2009;300000.00;75000.00
40114;50;483;689;2131;2;2010;1209000.00;310000.00
40054;45;97;689;2536;2;2009;2263500.00;645080.00
40484;58;238;234;2734;2;2010;96000.00;0.00
40956;58;166;648;2734;2;2010;2029780.00;507445.00
40083;58;503;648;2734;2;2010;10643558.44;2660889.79
40053;58;572;648;2734;2;2009;278710.00;69678.00
40999;58;231;295;2734;2;2010;38400.00;0.00
40999;58;86;880;2734;2;2010;38400.00;0.00
39619;58;150;109;2734;2;2009;360802.00;120000.00
40522;58;256;852;2734;2;2010;35247.00;3500.00
39615;58;88;852;2734;2;2009;27960.00;53923.00
39189;58;89;852;2734;2;2009;32394.00;50000.00
37804;58;613;852;2734;2;2008;80000.00;0.00
39192;58;488;852;2734;2;2009;27631.00;53923.00
41412;58;151;991;2734;2;2010;144000.00;0.00
40076;58;583;1143;2734;2;2010;641066.00;71390.00
39666;58;638;977;2734;2;2009;46080.00;0.00
41045;57;153;971;2133;2;2010;20000.00;4000.00
41045;57;154;971;2133;2;2010;120000.00;24000.00
41008;57;504;81;2133;2;2010;700000.00;70000.00
40096;57;208;1121;2133;2;2010;69600.00;0.00
40060;57;566;1120;2133;2;2009;660000.00;0.00
40059;57;207;968;2133;2;2009;123200.00;0.00
40115;57;74;813;2133;2;2010;323000.00;35800.00
41439;57;519;796;2133;2;2010;5000000.00;0.00
40511;57;513;794;2133;2;2010;28598.22;0.00
41017;57;237;1160;2133;2;2010;55000.00;11000.00
40129;57;475;998;2133;2;2010;317446.52;40000.00
40090;57;259;857;2133;2;2010;936000.00;0.00
39680;57;542;261;2133;2;2009;8048640.41;164257.97
40504;57;77;247;2133;2;2010;180000.00;0.00
38681;2;92;992;2907;2;2009;585000.00;65000.00
40093;2;69;992;2907;2;2010;340000.00;0.00
40081;2;165;403;2907;2;2010;3366666.67;2133333.33
40051;23;628;177;2963;1;2009;32379198.79;15843737.01
40587;42;81;557;3150;2;2010;103021457.95;0.00
41020;36;80;99;1928;2;2010;1000000.00;0.00
40080;25;249;1159;1908;2;2010;80000.00;20000.00
40080;25;167;1159;1908;1;2010;1629799.00;407449.75
40080;25;580;1159;1908;2;2010;150000.00;37500.00
40081;25;633;1159;1908;2;2010;500000.00;125000.00
40059;43;553;987;3160;2;2009;696539.20;174134.80
40060;43;637;987;3160;2;2009;151200.00;37800.00
40123;13;258;985;2968;2;2010;652961.00;0.00
40587;13;94;985;2968;2;2010;2401022.83;0.00
40080;3;180;1159;2534;2;2010;7858474.09;1964619.00
40080;3;471;1159;2534;2;2010;1500000.00;375360.00
40581;17;240;861;2730;2;2010;13140000.00;18850000.00
40554;17;61;840;2730;2;2010;1623206.48;435992.00
40593;6;178;857;2542;2;2010;52924.56;12800.00
40124;6;98;857;2542;2;2010;514332.00;232000.00
40589;16;600;818;2732;2;2010;36000.00;0.00
40488;16;229;234;2732;2;2010;366000.00;0.00
40569;16;239;1160;2732;2;2010;31000.00;0.00
40068;16;568;111;2732;2;2010;999681.02;20640.00
40967;16;83;553;2732;2;2010;108500.00;0.00
40967;16;502;260;2732;2;2010;1774800.00;0.00
41433;16;565;393;2732;2;2010;90734.27;0.00
40559;4;73;992;2128;2;2010;150000.00;37500.00
40081;4;527;992;2128;2;2010;100000.00;25000.00
40116;4;611;992;2128;2;2010;408481.87;102120.47
40538;59;486;830;1911;2;2010;1760000.00;264000.00
38664;14;615;111;2324;2;2009;14700000.00;300000.00
40544;55;271;177;3168;2;2010;1395198.00;56075.00
38641;55;268;177;3168;2;2008;2509350.00;61462.50
37735;55;274;177;3168;2;2008;181565.00;37160.01
37735;55;148;177;3168;2;2008;473325.00;740340.99
37735;55;149;177;3168;2;2008;515069.54;587008.55
37735;55;168;177;3168;2;2008;295425.36;347458.57
37735;55;182;177;3168;2;2008;457496.00;91499.20
37735;55;84;177;3168;2;2008;295425.36;337311.15
37735;55;90;177;3168;2;2008;494095.68;588175.08
37735;55;484;177;3168;2;2008;196090.20;170837.79
37735;55;515;177;3168;2;2008;515069.54;613151.63
37735;55;437;177;3168;2;2008;494095.68;588252.17
37735;55;461;177;3168;2;2008;295425.36;344971.77
37735;55;462;177;3168;2;2008;494095.68;519441.37
37735;55;463;177;3168;2;2008;473325.00;758992.48
37735;55;490;177;3168;2;2008;494095.68;588168.81
37735;55;528;177;3168;2;2008;204766.32;247446.01
37735;55;543;177;3168;2;2008;494095.68;588335.62
37735;55;544;177;3168;2;2008;221125.01;132526.03
37735;55;555;177;3168;2;2008;473325.00;758926.54
41050;39;564;651;2474;2;2010;39443000.10;46293151.84
40589;56;438;260;1926;2;2010;10575182.82;0.00
37838;15;260;418;2754;2;2008;3900000.00;2000000.00
40061;15;82;1139;2754;2;2009;15380509.00;3862500.00
40060;15;121;1139;2754;2;2009;700700.00;175175.00
40061;15;79;391;2754;2;2009;1273264.20;410062.62
40065;15;439;391;2754;2;2010;290000.00;72500.00
40061;15;595;825;2754;2;2009;99995.04;24999.39
40059;48;99;1139;2979;2;2009;100000.00;27064.08
41462;35;71;677;2755;2;2010;1636350.67;33394.91
41465;35;75;677;2755;2;2011;2098022.36;42816.78
40076;1;443;1143;2733;2;2010;488810.92;122087.50
40068;1;220;1139;2733;2;2010;3965470.38;987403.62
40502;44;489;520;2752;2;2010;1000000.00;0.00
40080;44;227;108;2752;2;2010;2000000.00;400000.00
38671;44;276;108;2752;2;2009;100000.00;50000.00
38671;44;68;108;2752;2;2009;800000.00;400000.00
38671;44;70;108;2752;2;2009;100000.00;50000.00
40080;44;594;108;2752;2;2010;3941000.00;788200.00
38670;44;612;108;2752;2;2009;100000.00;50000.00
38670;44;516;108;2752;2;2009;633333.00;316667.00
38670;44;442;108;2752;2;2009;266667.00;133333.00
38671;44;444;108;2752;2;2009;246998.00;123316.00
38670;44;445;108;2752;2;2009;240000.00;120000.00
40080;44;626;992;2752;2;2010;150000.00;30000.00
40065;44;596;1143;2752;2;2010;720000.00;180000.00
40587;44;451;1143;2752;2;2010;500000.00;100000.00
40587;44;512;1139;2752;2;2010;393500.24;43722.25
37838;12;226;418;3169;2;2008;552825.00;283500.00
37841;12;248;418;3169;2;2008;195000.00;100000.00
37821;12;267;418;3169;2;2008;156000.00;80000.00
37821;12;289;418;3169;2;2008;175500.00;90000.00
37838;12;85;418;3169;2;2008;292500.00;150000.00
37838;12;95;418;3169;2;2008;97500.00;50000.00
37838;12;100;418;3169;2;2008;292500.00;150000.00
40989;12;102;418;3169;2;2010;58500.00;41500.00
37838;12;60;418;3169;2;2008;780000.00;400000.00
37838;12;64;418;3169;2;2008;292500.00;150000.00
37838;12;120;418;3169;2;2008;1462500.00;750000.00
37838;12;485;418;3169;2;2008;1365000.00;700000.00
37821;12;526;418;3169;2;2008;58500.00;41500.00
37821;12;536;418;3169;2;2008;175500.00;90000.00
37838;12;537;418;3169;2;2008;257400.00;132000.00
40989;12;538;418;3169;2;2010;58500.00;41500.00
37838;12;539;418;3169;2;2008;117487.50;60250.00
37821;12;540;418;3169;2;2008;117487.50;60250.00
37840;12;593;418;3169;2;2008;146250.00;75000.00
37838;12;491;418;3169;2;2008;585000.00;300000.00
37838;12;518;418;3169;2;2008;975000.00;500000.00
37821;12;556;418;3169;2;2008;58500.00;41500.00
38644;12;569;418;3169;2;2008;292500.00;150000.00
37838;12;570;418;3169;2;2008;1267500.00;650000.00
37838;12;584;418;3169;2;2008;682500.00;350000.00
37838;12;585;418;3169;2;2008;368550.00;189000.00
37838;12;598;418;3169;2;2008;877500.00;450000.00
37838;12;599;418;3169;2;2008;117487.50;60250.00
37838;12;627;418;3169;2;2008;117487.50;60250.00
37821;12;440;418;3169;2;2008;237900.00;122000.00
40989;12;970;418;3169;2;2010;975000.00;500000.00
38677;12;581;992;3169;2;2009;10237500.00;4095000.00
40588;9;517;111;3167;2;2010;1918442.00;72896.00
41469;49;492;1102;1778;2;2011;2430925.00;622418.00
41468;19;458;258;3256;2;2011;50000000.00;25000000.00
41467;19;459;258;3256;2;2011;50000000.00;25000000.00
41447;19;126;484;3256;2;2010;1000000.00;1000000.00
42341;19;104;767;3256;2;2011;7500000.00;7500000.00
41030;19;452;1062;3256;2;2010;4938622.90;4938439.66
41030;19;624;1062;3256;2;2010;5531692.12;5525065.98
41468;19;435;679;3256;2;2011;50000000.00;25000000.00
40083;20;464;652;2860;2;2010;20000.00;0.00
40065;20;460;470;2860;2;2010;1000000.00;250000.00
41466;20;557;470;2860;2;2011;500000.00;100000.00
41468;20;479;470;2860;2;2011;101054.86;0.00
41468;20;605;470;2860;2;2011;101054.86;1249.16
41465;20;532;470;2860;2;2011;141665.44;1433.86
42840;20;551;270;2860;2;2011;113400.00;22680.00
41479;20;453;107;2860;2;2011;700000.00;175000.00
41483;20;128;107;2860;2;2011;5494994.98;1373748.74
41479;20;1105;107;2860;2;2011;2453422.02;613355.51
41035;20;495;845;2860;2;2010;100000.00;20000.00
41412;40;634;470;2656;2;2010;565195.67;5709.05
40061;40;635;470;2656;2;2009;492076.35;4970.47
41462;40;620;470;2656;2;2010;305231.53;3083.15
41481;40;448;470;2656;2;2011;113319.85;1144.65
41462;40;467;470;2656;2;2010;363325.83;3669.96
41466;40;480;470;2656;2;2011;1173453.35;12000.00
42814;40;469;270;2656;2;2011;188054.41;20894.93
41467;40;493;855;2656;2;2011;350944.11;3544.89
40589;40;602;855;2656;2;2010;1395451.53;14095.47
40589;40;574;855;2656;2;2010;377691.30;3816.00
40589;40;622;855;2656;2;2010;1712700.00;17300.00
41980;40;1143;855;2656;2;2011;1858818.33;37935.07
41910;40;1106;103;2656;2;2011;2160000.00;0.00
41467;40;436;607;2656;2;2011;230000.00;0.00
40540;7;500;840;2954;1;2010;18143641.56;1854400.00
41927;7;129;840;2954;1;2011;178996359.62;19888484.39
42898;45;552;1143;2230;2;2012;1535377.20;404935.70
38671;31;541;107;2432;1;2009;12600000.00;3150000.00
40076;31;617;107;2432;2;2010;700000.00;180000.00
40080;31;525;689;2432;2;2010;468000.00;239999.98
40080;31;441;689;2432;2;2010;1657500.00;849988.00
40089;31;619;689;2432;2;2010;341250.00;175000.00
40080;31;535;689;2432;2;2010;182910.00;94226.37
37267;31;567;1143;2432;2;2008;14000000.00;6000000.00
40086;31;592;1143;2432;2;2010;300000.00;147761.19
41498;58;482;518;2433;2;2011;45000.00;0.00
40956;58;554;648;2433;2;2010;200855.00;50213.80
41454;58;608;300;2433;2;2010;48960.00;0.00
41447;58;586;852;2433;2;2010;44045.00;0.00
37804;58;607;852;2433;2;2008;18100.00;0.00
41482;58;449;852;2433;2;2011;45907.00;0.00
41447;58;1161;852;2433;2;2010;47571.00;10000.00
42382;58;609;258;2433;2;2011;172000.00;0.00
41940;58;119;483;2433;2;2011;343000.00;0.00
42387;57;447;236;2114;2;2011;300000.00;48000.00
42397;57;575;381;2114;2;2011;85860.00;0.00
41495;57;558;1121;2114;2;2011;78000.00;0.00
41504;57;508;968;2114;2;2011;595000.00;47000.00
41466;57;216;968;2114;2;2011;620000.00;62000.00
42341;57;109;1089;2114;2;2011;50000.00;10000.00
41034;57;116;21;2114;2;2010;690000.00;247600.00
42397;57;107;863;2114;2;2011;300000.00;0.00
42794;57;1171;859;2114;2;2011;120000.00;26400.00
42811;57;142;698;2114;2;2011;120000.00;79600.00
42346;57;509;999;2114;2;2011;54000.00;72000.00
42839;57;562;1160;2114;2;2011;55000.00;11000.00
42355;57;623;857;2114;2;2011;2597845.08;0.00
40589;57;522;261;2114;2;2010;561843.14;18060.00
41461;57;511;261;2114;2;2010;358890.00;7525.00
41425;57;534;261;2114;2;2010;2146964.91;47435.01
42861;57;113;261;2114;2;2011;1623327.20;42587.00
41459;57;118;261;2114;2;2010;329886.23;39621.01
41494;57;494;103;2114;2;2011;146400.00;29280.00
42430;57;133;1151;2114;2;2011;1513737.34;15300.00
42793;57;130;482;2114;2;2011;7173.59;0.00
41511;57;571;478;2114;2;2011;70160.00;14032.00
41477;57;506;542;2114;2;2011;960000.00;134400.00
41910;33;547;520;3361;2;2011;55000000.00;0.00
40589;33;472;1151;3361;2;2010;427056.60;106764.15
42407;2;454;557;2955;2;2011;600000.00;0.00
42397;2;470;557;2955;2;2011;2642163.06;0.00
42883;2;310;992;2955;2;2012;400000.00;100000.00
36044;2;477;403;2955;2;2012;890370.15;300000.01
42424;23;610;557;2297;2;2011;241000000.00;0.00
42833;23;632;557;2297;2;2011;44790504.00;0.00
42362;23;1160;557;2297;2;2011;17000000.00;0.00
41897;23;1124;830;2297;2;2011;680000.00;2465000.00
42829;42;631;557;1782;2;2011;16000000.00;0.00
42445;42;533;557;1782;2;2011;2700000.00;0.00
42808;42;131;557;1782;2;2011;4200000.00;0.00
40089;43;576;1159;2016;2;2010;264825.00;66206.25
42853;43;524;987;2016;2;2011;700422.56;175106.00
42853;43;561;987;2016;2;2011;682521.60;170630.40
40080;3;587;1159;3068;2;2010;5517136.99;1379284.25
38663;3;589;1159;3068;2;2009;484000.00;121000.00
38675;3;630;1159;3068;2;2009;1500000.00;375000.00
38663;3;432;1159;3068;2;2009;6600000.00;1650000.00
38677;3;127;1159;3068;2;2009;125000.01;75416.85
38675;3;134;1159;3068;2;2009;3000000.00;600000.00
40079;3;135;1159;3068;2;2010;1000000.00;250000.50
38677;3;137;1159;3068;2;2009;11490000.00;2872500.00
41517;16;520;968;1897;2;2011;150000.00;0.00
42430;16;481;1089;1897;2;2011;50000.00;0.00
41460;16;66;416;1897;2;2010;319874.61;6528.05
42894;4;108;992;3137;2;2012;500000.00;125000.00
41462;4;221;264;3137;2;2010;567227.27;141806.82
41465;14;473;560;2116;2;2011;243763.20;60940.80
41419;14;474;261;2116;2;2010;1998676.16;40789.31
40544;55;498;177;3363;2;2010;386468.00;18510.00
40061;15;433;1139;3364;2;2009;15380509.00;3862500.00
42856;15;588;678;3364;2;2011;1980000.00;220000.00
41460;15;76;827;3364;2;2010;5420165.06;2708959.89
40588;15;465;391;3364;2;2010;249600.00;62400.00
41468;15;559;391;3364;2;2011;400000.00;100000.00
42847;15;560;391;3364;2;2011;1200000.00;300000.00
42420;15;103;391;3364;2;2011;2823093.45;3059970.24
40589;15;521;825;3364;2;2010;100000.00;25000.00
41462;35;591;416;2300;2;2010;766417.73;15641.18
41462;35;141;416;2300;2;2010;404306.44;8251.15
41452;44;614;1139;2029;2;2010;450000.00;90000.00
42861;12;573;418;2118;2;2011;500000.00;121875.00
42880;12;1136;334;2118;2;2012;149959.99;37490.00
41904;27;115;92;3313;2;2011;23820270.13;5990317.31
36493;34;1155;108;2661;2;2012;76328232.87;7304956.00
36492;34;1166;108;2661;1;2012;6880308.00;816148.00
37382;34;1130;107;2661;2;2013;1000000.00;250000.00
36002;19;1117;850;3262;2;2012;4120000.00;4000000.00
36549;19;1206;1153;3262;2;2012;2500000.00;2500000.00
41466;40;1207;470;3093;2;2011;7311390.16;73852.43
36501;40;1195;270;3093;2;2012;190580.00;1925.05
38351;40;1089;270;3093;2;2013;150000.00;1515.15
36076;40;146;855;3093;2;2012;2902167.58;29314.82
36085;40;311;855;3093;2;2012;574171.29;5799.71
37476;40;1110;855;3093;2;2013;351075.00;39008.33
37433;40;1096;855;3093;2;2013;224500.00;2267.88
37391;40;1087;855;3093;2;2013;1897630.02;19167.98
37016;40;1183;261;3093;2;2012;254800.00;5200.00
42848;40;507;103;3093;2;2011;738227.11;0.00
36480;40;145;103;3093;2;2012;2358694.66;0.00
36044;40;1137;103;3093;2;2012;2160000.00;0.00
36508;40;1203;103;3093;2;2012;134080.00;0.00
